SOC_Code|SOC_Title|Star_Rating|Education_Value|Area
49-2094|Electrical and Electronics Repairers, Commercial and Industrial Equipment|4|Postsecondary non-degree award|State of Utah
49-2094|Electrical and Electronics Repairers, Commercial and Industrial Equipment|5|Postsecondary non-degree award|Ogden-Clearfield
49-2097|Electronic Home Entertainment Equipment Installers and Repairers|4|Postsecondary non-degree award|Ogden-Clearfield
49-2098|Security and Fire Alarm Systems Installers|4|High school diploma or equivalent|State of Utah
49-2098|Security and Fire Alarm Systems Installers|4|High school diploma or equivalent|Salt Lake
49-3011|Aircraft Mechanics and Service Technicians|4|Postsecondary non-degree award|Salt Lake
49-3011|Aircraft Mechanics and Service Technicians|5|Postsecondary non-degree award|State of Utah
49-3011|Aircraft Mechanics and Service Technicians|5|Postsecondary non-degree award|Ogden-Clearfield
49-3021|Automotive Body and Related Repairers|4|High school diploma or equivalent|Washington County
49-3021|Automotive Body and Related Repairers|4|High school diploma or equivalent|Provo-Orem
49-3023|Automotive Service Technicians and Mechanics|4|Postsecondary non-degree award|Provo-Orem
49-3023|Automotive Service Technicians and Mechanics|4|Postsecondary non-degree award|Central-Southwest
49-3023|Automotive Service Technicians and Mechanics|4|Postsecondary non-degree award|Salt Lake
49-3023|Automotive Service Technicians and Mechanics|4|Postsecondary non-degree award|Ogden-Clearfield
49-3023|Automotive Service Technicians and Mechanics|4|Postsecondary non-degree award|State of Utah
49-3023|Automotive Service Technicians and Mechanics|5|Postsecondary non-degree award|Washington County
49-3031|Bus and Truck Mechanics and Diesel Engine Specialists|4|High school diploma or equivalent|Washington County
49-3031|Bus and Truck Mechanics and Diesel Engine Specialists|4|High school diploma or equivalent|Eastern
49-3031|Bus and Truck Mechanics and Diesel Engine Specialists|4|High school diploma or equivalent|Salt Lake
49-3031|Bus and Truck Mechanics and Diesel Engine Specialists|4|High school diploma or equivalent|State of Utah
49-3031|Bus and Truck Mechanics and Diesel Engine Specialists|4|High school diploma or equivalent|Ogden-Clearfield
49-3031|Bus and Truck Mechanics and Diesel Engine Specialists|4|High school diploma or equivalent|Provo-Orem
49-3042|Mobile Heavy Equipment Mechanics, Except Engines|4|High school diploma or equivalent|Eastern
49-3042|Mobile Heavy Equipment Mechanics, Except Engines|5|High school diploma or equivalent|Salt Lake
49-3042|Mobile Heavy Equipment Mechanics, Except Engines|5|High school diploma or equivalent|Ogden-Clearfield
49-3042|Mobile Heavy Equipment Mechanics, Except Engines|5|High school diploma or equivalent|State of Utah
49-9021|Heating, Air Conditioning, and Refrigeration Mechanics and Installers|4|Postsecondary non-degree award|State of Utah
49-9021|Heating, Air Conditioning, and Refrigeration Mechanics and Installers|4|Postsecondary non-degree award|Ogden-Clearfield
49-9021|Heating, Air Conditioning, and Refrigeration Mechanics and Installers|4|Postsecondary non-degree award|Eastern
49-9021|Heating, Air Conditioning, and Refrigeration Mechanics and Installers|4|Postsecondary non-degree award|Central-Southwest
49-9021|Heating, Air Conditioning, and Refrigeration Mechanics and Installers|4|Postsecondary non-degree award|Cache County
49-9021|Heating, Air Conditioning, and Refrigeration Mechanics and Installers|5|Postsecondary non-degree award|Provo-Orem
49-9021|Heating, Air Conditioning, and Refrigeration Mechanics and Installers|5|Postsecondary non-degree award|Salt Lake
49-9041|Industrial Machinery Mechanics|4|High school diploma or equivalent|Provo-Orem
49-9041|Industrial Machinery Mechanics|5|High school diploma or equivalent|Cache County
49-9041|Industrial Machinery Mechanics|5|High school diploma or equivalent|Salt Lake
49-9041|Industrial Machinery Mechanics|5|High school diploma or equivalent|Central-Southwest
49-9041|Industrial Machinery Mechanics|5|High school diploma or equivalent|Eastern
49-9041|Industrial Machinery Mechanics|5|High school diploma or equivalent|Ogden-Clearfield
49-9041|Industrial Machinery Mechanics|5|High school diploma or equivalent|State of Utah
49-9043|Maintenance Workers, Machinery|4|High school diploma or equivalent|Salt Lake
49-9043|Maintenance Workers, Machinery|5|High school diploma or equivalent|Eastern
49-9043|Maintenance Workers, Machinery|5|High school diploma or equivalent|State of Utah
49-9051|Electrical Power-Line Installers and Repairers|4|High school diploma or equivalent|State of Utah
49-9051|Electrical Power-Line Installers and Repairers|4|High school diploma or equivalent|Eastern
49-9051|Electrical Power-Line Installers and Repairers|4|High school diploma or equivalent|Provo-Orem
49-9052|Telecommunications Line Installers and Repairers|4|High school diploma or equivalent|Salt Lake
49-9052|Telecommunications Line Installers and Repairers|4|High school diploma or equivalent|State of Utah
49-9062|Medical Equipment Repairers|4|Associates degree|State of Utah
49-9062|Medical Equipment Repairers|4|Associates degree|Salt Lake
49-9071|Maintenance and Repair Workers, General|4|High school diploma or equivalent|Eastern
49-9071|Maintenance and Repair Workers, General|4|High school diploma or equivalent|Central-Southwest
49-9071|Maintenance and Repair Workers, General|4|High school diploma or equivalent|Ogden-Clearfield
49-9071|Maintenance and Repair Workers, General|4|High school diploma or equivalent|Cache County
49-9096|Riggers|4|High school diploma or equivalent|Ogden-Clearfield
51-1011|First-Line Supervisors of Production and Operating Workers|5|High school diploma or equivalent|Ogden-Clearfield
51-1011|First-Line Supervisors of Production and Operating Workers|5|High school diploma or equivalent|State of Utah
51-1011|First-Line Supervisors of Production and Operating Workers|5|High school diploma or equivalent|Washington County
51-1011|First-Line Supervisors of Production and Operating Workers|5|High school diploma or equivalent|Eastern
51-1011|First-Line Supervisors of Production and Operating Workers|5|High school diploma or equivalent|Salt Lake
51-1011|First-Line Supervisors of Production and Operating Workers|5|High school diploma or equivalent|Cache County
51-1011|First-Line Supervisors of Production and Operating Workers|5|High school diploma or equivalent|Provo-Orem
51-2041|Structural Metal Fabricators and Fitters|4|High school diploma or equivalent|Salt Lake
51-2041|Structural Metal Fabricators and Fitters|4|High school diploma or equivalent|Central-Southwest
51-2041|Structural Metal Fabricators and Fitters|4|High school diploma or equivalent|State of Utah
51-2041|Structural Metal Fabricators and Fitters|4|High school diploma or equivalent|Ogden-Clearfield
51-3091|Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders|4|No formal educational credential|Cache County
51-4011|Computer-Controlled Machine Tool Operators, Metal and Plastic|4|High school diploma or equivalent|Provo-Orem
51-4012|Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic|4|Postsecondary non-degree award|State of Utah
51-4041|Machinists|4|High school diploma or equivalent|State of Utah
51-4041|Machinists|4|High school diploma or equivalent|Washington County
51-4041|Machinists|4|High school diploma or equivalent|Eastern
51-4041|Machinists|4|High school diploma or equivalent|Salt Lake
51-4041|Machinists|5|High school diploma or equivalent|Ogden-Clearfield
51-4041|Machinists|5|High school diploma or equivalent|Cache County
51-4072|Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic|5|High school diploma or equivalent|Ogden-Clearfield
51-4081|Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic|4|High school diploma or equivalent|Salt Lake
51-4121|Welders, Cutters, Solderers, and Brazers|4|High school diploma or equivalent|Salt Lake
51-4121|Welders, Cutters, Solderers, and Brazers|4|High school diploma or equivalent|Eastern
51-4121|Welders, Cutters, Solderers, and Brazers|4|High school diploma or equivalent|Washington County
51-4121|Welders, Cutters, Solderers, and Brazers|4|High school diploma or equivalent|Ogden-Clearfield
51-4121|Welders, Cutters, Solderers, and Brazers|4|High school diploma or equivalent|State of Utah
51-4121|Welders, Cutters, Solderers, and Brazers|4|High school diploma or equivalent|Cache County
51-4121|Welders, Cutters, Solderers, and Brazers|4|High school diploma or equivalent|Provo-Orem
51-4121|Welders, Cutters, Solderers, and Brazers|5|High school diploma or equivalent|Central-Southwest
51-7011|Cabinetmakers and Bench Carpenters|4|High school diploma or equivalent|Washington County
51-8031|Water and Wastewater Treatment Plant and System Operators|4|High school diploma or equivalent|Eastern
51-8031|Water and Wastewater Treatment Plant and System Operators|4|High school diploma or equivalent|State of Utah
51-8093|Petroleum Pump System Operators, Refinery Operators, and Gaugers|4|High school diploma or equivalent|Ogden-Clearfield
51-9012|Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders|4|High school diploma or equivalent|State of Utah
51-9012|Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders|4|High school diploma or equivalent|Cache County
51-9023|Mixing and Blending Machine Setters, Operators, and Tenders|4|High school diploma or equivalent|Cache County
51-9023|Mixing and Blending Machine Setters, Operators, and Tenders|4|High school diploma or equivalent|Provo-Orem
51-9023|Mixing and Blending Machine Setters, Operators, and Tenders|4|High school diploma or equivalent|Central-Southwest
51-9032|Cutting and Slicing Machine Setters, Operators, and Tenders|4|High school diploma or equivalent|Cache County
51-9061|Inspectors, Testers, Sorters, Samplers, and Weighers|4|High school diploma or equivalent|Cache County
51-9061|Inspectors, Testers, Sorters, Samplers, and Weighers|4|High school diploma or equivalent|Provo-Orem
51-9061|Inspectors, Testers, Sorters, Samplers, and Weighers|4|High school diploma or equivalent|Central-Southwest
51-9061|Inspectors, Testers, Sorters, Samplers, and Weighers|4|High school diploma or equivalent|Ogden-Clearfield
51-9081|Dental Laboratory Technicians|4|High school diploma or equivalent|State of Utah
51-9081|Dental Laboratory Technicians|4|High school diploma or equivalent|Salt Lake
51-9081|Dental Laboratory Technicians|4|High school diploma or equivalent|Provo-Orem
51-9111|Packaging and Filling Machine Operators and Tenders|4|High school diploma or equivalent|Cache County
51-9111|Packaging and Filling Machine Operators and Tenders|4|High school diploma or equivalent|Central-Southwest
51-9192|Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders|4|High school diploma or equivalent|Cache County
53-1048|First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling|4|High school diploma or equivalent|Cache County
53-1048|First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling|4|High school diploma or equivalent|Salt Lake
53-1048|First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling|4|High school diploma or equivalent|State of Utah
53-2011|Airline Pilots, Copilots, and Flight Engineers|4|Bachelors degree|State of Utah
53-3032|Heavy and Tractor-Trailer Truck Drivers|4|Postsecondary non-degree award|State of Utah
53-3032|Heavy and Tractor-Trailer Truck Drivers|4|Postsecondary non-degree award|Ogden-Clearfield
53-3032|Heavy and Tractor-Trailer Truck Drivers|4|Postsecondary non-degree award|Salt Lake
53-3032|Heavy and Tractor-Trailer Truck Drivers|4|Postsecondary non-degree award|Washington County
53-3032|Heavy and Tractor-Trailer Truck Drivers|4|Postsecondary non-degree award|Eastern
53-3032|Heavy and Tractor-Trailer Truck Drivers|4|Postsecondary non-degree award|Provo-Orem
53-3032|Heavy and Tractor-Trailer Truck Drivers|5|Postsecondary non-degree award|Cache County
53-3032|Heavy and Tractor-Trailer Truck Drivers|5|Postsecondary non-degree award|Central-Southwest
53-3033|Light Truck or Delivery Services Drivers|4|High school diploma or equivalent|Central-Southwest
53-3041|Taxi Drivers and Chauffeurs|4|No formal educational credential|Eastern
53-7021|Crane and Tower Operators|4|High school diploma or equivalent|Ogden-Clearfield
53-7032|Excavating and Loading Machine and Dragline Operators|4|High school diploma or equivalent|State of Utah
53-7032|Excavating and Loading Machine and Dragline Operators|4|High school diploma or equivalent|Salt Lake
53-7051|Industrial Truck and Tractor Operators|4|No formal educational credential|Central-Southwest
53-7051|Industrial Truck and Tractor Operators|4|No formal educational credential|Cache County
53-7064|Packers and Packagers, Hand|4|No formal educational credential|Central-Southwest
