CIPCode2000|CIPTitle2000|Action|Text change|CIPCode2010|CIPTitle2010
500599|Dramatic/Theatre Arts and Stagecraft, Other|No substantive changes|no|500599|Dramatic/Theatre Arts and Stagecraft, Other
5006|Film/Video and Photographic Arts|No substantive changes|no|5006|Film/Video and Photographic Arts
500601|Film/Cinema Studies|No substantive changes|yes|500601|Film/Cinema/Video Studies
500602|Cinematography and Film/Video Production|No substantive changes|yes|500602|Cinematography and Film/Video Production
500605|Photography|No substantive changes|no|500605|Photography
500699|Film/Video and Photographic Arts, Other|No substantive changes|no|500699|Film/Video and Photographic Arts, Other
5007|Fine and Studio Art|No substantive changes|no|5007|Fine and Studio Arts
500701|Art/Art Studies, General|No substantive changes|no|500701|Art/Art Studies, General
500702|Fine/Studio Arts, General|No substantive changes|no|500702|Fine/Studio Arts, General
500703|Art History, Criticism and Conservation|No substantive changes|no|500703|Art History, Criticism and Conservation
500704|Arts Management|Moved to|yes|501002|Fine and Studio Arts Management
500705|Drawing|No substantive changes|no|500705|Drawing
500706|Intermedia/Multimedia|No substantive changes|no|500706|Intermedia/Multimedia
500708|Painting|No substantive changes|no|500708|Painting
500709|Sculpture|No substantive changes|no|500709|Sculpture
500710|Printmaking|No substantive changes|no|500710|Printmaking
500711|Ceramic Arts and Ceramics|No substantive changes|no|500711|Ceramic Arts and Ceramics
500712|Fiber, Textile and Weaving Arts|No substantive changes|no|500712|Fiber, Textile and Weaving Arts
500713|Metal and Jewelry Arts|No substantive changes|no|500713|Metal and Jewelry Arts
500799|Fine Arts and Art Studies, Other|No substantive changes|no|500799|Fine Arts and Art Studies, Other
5009|Music|No substantive changes|no|5009|Music
500901|Music, General|No substantive changes|no|500901|Music, General
500902|Music History, Literature, and Theory|No substantive changes|no|500902|Music History, Literature, and Theory
500903|Music Performance, General|No substantive changes|no|500903|Music Performance, General
500904|Music Theory and Composition|No substantive changes|no|500904|Music Theory and Composition
500905|Musicology and Ethnomusicology|No substantive changes|no|500905|Musicology and Ethnomusicology
500906|Conducting|No substantive changes|no|500906|Conducting
500907|Piano and Organ|No substantive changes|yes|500907|Keyboard Instruments
500908|Voice and Opera|No substantive changes|no|500908|Voice and Opera
500909|Music Management and Merchandising|Moved to|no|501003|Music Management
500910|Jazz/Jazz Studies|No substantive changes|no|500910|Jazz/Jazz Studies
500911|Violin, Viola, Guitar and Other Stringed Instruments|No substantive changes|yes|500911|Stringed Instruments
500912|Music Pedagogy|No substantive changes|no|500912|Music Pedagogy
500999|Music, Other|No substantive changes|no|500999|Music, Other
5099|Visual and Performing Arts, Other|No substantive changes|no|5099|Visual and Performing Arts, Other
509999|Visual and Performing Arts, Other|No substantive changes|no|509999|Visual and Performing Arts, Other
51|HEALTH PROFESSIONS AND RELATED CLINICAL SCIENCES|No substantive changes|yes|51|HEALTH PROFESSIONS AND RELATED PROGRAMS
5100|Health Services/Allied Health/Health Sciences, General|No substantive changes|no|5100|Health Services/Allied Health/Health Sciences, General
510000|Health Services/Allied Health/Health Sciences, General|No substantive changes|no|510000|Health Services/Allied Health/Health Sciences, General
5101|Chiropractic (DC)|No substantive changes|no|5101|Chiropractic
510101|Chiropractic (DC)|No substantive changes|no|510101|Chiropractic
5102|Communication Disorders Sciences and Services|No substantive changes|no|5102|Communication Disorders Sciences and Services
510201|Communication Disorders, General|No substantive changes|yes|510201|Communication Sciences and Disorders, General
510202|Audiology/Audiologist and Hearing Sciences|No substantive changes|yes|510202|Audiology/Audiologist
510203|Speech-Language Pathology/Pathologist|No substantive changes|no|510203|Speech-Language Pathology/Pathologist
510204|Audiology/Audiologist and Speech-Language Pathology/Pathologist|No substantive changes|no|510204|Audiology/Audiologist and Speech-Language Pathology/Pathologist
510299|Communication Disorders Sciences and Services, Other|No substantive changes|no|510299|Communication Disorders Sciences and Services, Other
5104|Dentistry (DDS, DMD)|No substantive changes|no|5104|Dentistry
510401|Dentistry (DDS, DMD)|No substantive changes|no|510401|Dentistry
5105|Advanced/Graduate Dentistry and Oral Sciences (Cert, MS, PhD)|No substantive changes|no|5105|Advanced/Graduate Dentistry and Oral Sciences
510501|Dental Clinical Sciences, General (MS, PhD)|No substantive changes|no|510501|Dental Clinical Sciences, General
510502|Advanced General Dentistry (Cert, MS, PhD)|No substantive changes|no|510502|Advanced General Dentistry
510503|Oral Biology and Oral Pathology (MS, PhD)|No substantive changes|yes|510503|Oral Biology and Oral and Maxillofacial Pathology
510504|Dental Public Health and Education (Cert, MS/MPH, PhD/DPH)|No substantive changes|no|510504|Dental Public Health and Education
510505|Dental Materials (MS, PhD)|No substantive changes|no|510505|Dental Materials
510506|Endodontics/Endodontology (Cert, MS, PhD)|No substantive changes|no|510506|Endodontics/Endodontology
510507|Oral/Maxillofacial Surgery (Cert, MS, PhD)|No substantive changes|no|510507|Oral/Maxillofacial Surgery
510508|Orthodontics/Orthodontology (Cert, MS, PhD)|No substantive changes|yes|510508|Orthodontics/Orthodontology
510509|Pediatric Dentistry/Pedodontics (Cert, MS, PhD)|No substantive changes|no|510509|Pediatric Dentistry/Pedodontics
510510|Periodontics/Periodontology (Cert, MS, PhD)|No substantive changes|no|510510|Periodontics/Periodontology
510511|Prosthodontics/Prosthodontology (Cert, MS, PhD)|No substantive changes|no|510511|Prosthodontics/Prosthodontology
510599|Advanced/Graduate Dentistry and Oral Sciences, Other|No substantive changes|no|510599|Advanced/Graduate Dentistry and Oral Sciences, Other
5106|Dental Support Services and Allied Professions|No substantive changes|no|5106|Dental Support Services and Allied Professions
510601|Dental Assisting/Assistant|No substantive changes|no|510601|Dental Assisting/Assistant
510602|Dental Hygiene/Hygienist|No substantive changes|no|510602|Dental Hygiene/Hygienist
510603|Dental Laboratory Technology/Technician|No substantive changes|no|510603|Dental Laboratory Technology/Technician
510699|Dental Services and Allied Professions, Other|No substantive changes|no|510699|Dental Services and Allied Professions, Other
5107|Health and Medical Administrative Services|No substantive changes|no|5107|Health and Medical Administrative Services
510701|Health/Health Care Administration/Management|No substantive changes|no|510701|Health/Health Care Administration/Management
510702|Hospital and Health Care Facilities Administration/Management|No substantive changes|no|510702|Hospital and Health Care Facilities Administration/Management
510703|Health Unit Coordinator/Ward Clerk|No substantive changes|no|510703|Health Unit Coordinator/Ward Clerk
510704|Health Unit Manager/Ward Supervisor|No substantive changes|no|510704|Health Unit Manager/Ward Supervisor
510705|Medical Office Management/Administration|No substantive changes|no|510705|Medical Office Management/Administration
510706|Health Information/Medical Records Administration/Administrator|No substantive changes|no|510706|Health Information/Medical Records Administration/Administrator
510707|Health Information/Medical Records Technology/Technician|No substantive changes|no|510707|Health Information/Medical Records Technology/Technician
510708|Medical Transcription/Transcriptionist|No substantive changes|no|510708|Medical Transcription/Transcriptionist
510709|Medical Office Computer Specialist/Assistant|No substantive changes|no|510709|Medical Office Computer Specialist/Assistant
510710|Medical Office Assistant/Specialist|No substantive changes|no|510710|Medical Office Assistant/Specialist
510711|Medical/Health Management and Clinical Assistant/Specialist|No substantive changes|no|510711|Medical/Health Management and Clinical Assistant/Specialist
510712|Medical Reception/Receptionist|No substantive changes|no|510712|Medical Reception/Receptionist
510713|Medical Insurance Coding Specialist/Coder|No substantive changes|no|510713|Medical Insurance Coding Specialist/Coder
510714|Medical Insurance Specialist/Medical Biller|No substantive changes|no|510714|Medical Insurance Specialist/Medical Biller
510715|Health/Medical Claims Examiner|No substantive changes|no|510715|Health/Medical Claims Examiner
510716|Medical Administrative/Executive Assistant and Medical Secretary|No substantive changes|no|510716|Medical Administrative/Executive Assistant and Medical Secretary
510717|Medical Staff Services Technology/Technician|No substantive changes|no|510717|Medical Staff Services Technology/Technician
510799|Health and Medical Administrative Services, Other|No substantive changes|no|510799|Health and Medical Administrative Services, Other
5108|Allied Health and Medical Assisting Services|No substantive changes|no|5108|Allied Health and Medical Assisting Services
510801|Medical/Clinical Assistant|No substantive changes|no|510801|Medical/Clinical Assistant
510802|Clinical/Medical Laboratory Assistant|No substantive changes|no|510802|Clinical/Medical Laboratory Assistant
510803|Occupational Therapist Assistant|No substantive changes|no|510803|Occupational Therapist Assistant
510805|Pharmacy Technician/Assistant|No substantive changes|no|510805|Pharmacy Technician/Assistant
510806|Physical Therapist Assistant|No substantive changes|yes|510806|Physical Therapy Technician/Assistant
510808|Veterinary/Animal Health Technology/Technician and Veterinary Assistant|No substantive changes|no|510808|Veterinary/Animal Health Technology/Technician and Veterinary Assistant
510809|Anesthesiologist Assistant|No substantive changes|no|510809|Anesthesiologist Assistant
510810|Emergency Care Attendant (EMT Ambulance)|No substantive changes|no|510810|Emergency Care Attendant (EMT Ambulance)
510811|Pathology/Pathologist Assistant|No substantive changes|no|510811|Pathology/Pathologist Assistant
510812|Respiratory Therapy Technician/Assistant|No substantive changes|no|510812|Respiratory Therapy Technician/Assistant
510813|Chiropractic Assistant/Technician|No substantive changes|no|510813|Chiropractic Assistant/Technician
510899|Allied Health and Medical Assisting Services, Other|No substantive changes|no|510899|Allied Health and Medical Assisting Services, Other
5109|Allied Health Diagnostic, Intervention, and Treatment Professions|No substantive changes|no|5109|Allied Health Diagnostic, Intervention, and Treatment Professions
510901|Cardiovascular Technology/Technologist|No substantive changes|no|510901|Cardiovascular Technology/Technologist
510902|Electrocardiograph Technology/Technician|No substantive changes|no|510902|Electrocardiograph Technology/Technician
510903|Electroneurodiagnostic/Electroencephalographic Technology/Technologist|No substantive changes|no|510903|Electroneurodiagnostic/Electroencephalographic Technology/Technologist
510904|Emergency Medical Technology/Technician (EMT Paramedic)|No substantive changes|no|510904|Emergency Medical Technology/Technician (EMT Paramedic)
510905|Nuclear Medical Technology/Technologist|No substantive changes|no|510905|Nuclear Medical Technology/Technologist
510906|Perfusion Technology/Perfusionist|No substantive changes|no|510906|Perfusion Technology/Perfusionist
510907|Medical Radiologic Technology/Science - Radiation Therapist|No substantive changes|no|510907|Medical Radiologic Technology/Science - Radiation Therapist
510908|Respiratory Care Therapy/Therapist|No substantive changes|no|510908|Respiratory Care Therapy/Therapist
510909|Surgical Technology/Technologist|No substantive changes|no|510909|Surgical Technology/Technologist
510910|Diagnostic Medical Sonography/Sonographer and Ultrasound Technician|No substantive changes|no|510910|Diagnostic Medical Sonography/Sonographer and Ultrasound Technician
510911|Radiologic Technology/Science - Radiographer|No substantive changes|no|510911|Radiologic Technology/Science - Radiographer
510912|Physician Assistant|No substantive changes|no|510912|Physician Assistant
510913|Athletic Training/Trainer|No substantive changes|no|510913|Athletic Training/Trainer
510914|Gene/Genetic Therapy|No substantive changes|no|510914|Gene/Genetic Therapy
510915|Cardiopulmonary Technology/Technologist|No substantive changes|no|510915|Cardiopulmonary Technology/Technologist
510916|Radiation Protection/Health Physics Technician|No substantive changes|no|510916|Radiation Protection/Health Physics Technician
510999|Allied Health Diagnostic, Intervention, and Treatment Professions, Other|No substantive changes|no|510999|Allied Health Diagnostic, Intervention, and Treatment Professions, Other
5110|Clinical/Medical Laboratory Science and Allied Professions|No substantive changes|yes|5110|Clinical/Medical Laboratory Science/Research and Allied Professions
511001|Blood Bank Technology Specialist|No substantive changes|no|511001|Blood Bank Technology Specialist
511002|Cytotechnology/Cytotechnologist|No substantive changes|no|511002|Cytotechnology/Cytotechnologist
511003|Hematology Technology/Technician|No substantive changes|no|511003|Hematology Technology/Technician
511004|Clinical/Medical Laboratory Technician|No substantive changes|no|511004|Clinical/Medical Laboratory Technician
511005|Clinical Laboratory Science/Medical Technology/Technologist|No substantive changes|yes|511005|Clinical Laboratory Science/Medical Technology/Technologist
511006|Ophthalmic Laboratory Technology/Technician|No substantive changes|yes|511006|Ophthalmic Laboratory Technology/Technician
511007|Histologic Technology/Histotechnologist|No substantive changes|no|511007|Histologic Technology/Histotechnologist
511008|Histologic Technician|No substantive changes|no|511008|Histologic Technician
511009|Phlebotomy/Phlebotomist|No substantive changes|yes|511009|Phlebotomy Technician/Phlebotomist
511010|Cytogenetics/Genetics/Clinical Genetics Technology/Technologist|No substantive changes|no|511010|Cytogenetics/Genetics/Clinical Genetics Technology/Technologist
511011|Renal/Dialysis Technologist/Technician|No substantive changes|no|511011|Renal/Dialysis Technologist/Technician
511099|Clinical/Medical Laboratory Science and Allied Professions, Other|No substantive changes|no|511099|Clinical/Medical Laboratory Science and Allied Professions, Other
5111|Health/Medical Preparatory Programs|No substantive changes|no|5111|Health/Medical Preparatory Programs
511101|Pre-Dentistry Studies|No substantive changes|no|511101|Pre-Dentistry Studies
511102|Pre-Medicine/Pre-Medical Studies|No substantive changes|no|511102|Pre-Medicine/Pre-Medical Studies
511103|Pre-Pharmacy Studies|No substantive changes|no|511103|Pre-Pharmacy Studies
511104|Pre-Veterinary Studies|No substantive changes|no|511104|Pre-Veterinary Studies
511105|Pre-Nursing Studies|No substantive changes|no|511105|Pre-Nursing Studies
511199|Health/Medical Preparatory Programs, Other|No substantive changes|no|511199|Health/Medical Preparatory Programs, Other
5112|Medicine (MD)|No substantive changes|no|5112|Medicine
511201|Medicine (MD)|No substantive changes|no|511201|Medicine
5114|Medical Clinical Sciences/Graduate Medical Studies|No substantive changes|no|5114|Medical Clinical Sciences/Graduate Medical Studies
511401|Medical Scientist (MS, PhD)|No substantive changes|yes|511401|Medical Scientist
5115|Mental and Social Health Services and Allied Professions|No substantive changes|no|5115|Mental and Social Health Services and Allied Professions
511501|Substance Abuse/Addiction Counseling|No substantive changes|no|511501|Substance Abuse/Addiction Counseling
511502|Psychiatric/Mental Health Services Technician|No substantive changes|no|511502|Psychiatric/Mental Health Services Technician
511503|Clinical/Medical Social Work|No substantive changes|no|511503|Clinical/Medical Social Work
511504|Community Health Services/Liaison/Counseling|No substantive changes|no|511504|Community Health Services/Liaison/Counseling
511505|Marriage and Family Therapy/Counseling|No substantive changes|no|511505|Marriage and Family Therapy/Counseling
511506|Clinical Pastoral Counseling/Patient Counseling|No substantive changes|yes|511506|Clinical Pastoral Counseling/Patient Counseling
511507|Psychoanalysis and Psychotherapy|No substantive changes|no|511507|Psychoanalysis and Psychotherapy
511508|Mental Health Counseling/Counselor|No substantive changes|no|511508|Mental Health Counseling/Counselor
511509|Genetic Counseling/Counselor|No substantive changes|no|511509|Genetic Counseling/Counselor
511599|Mental and Social Health Services and Allied Professions, Other|No substantive changes|no|511599|Mental and Social Health Services and Allied Professions, Other
5116|Nursing|Deleted|no|5116|Deleted, report under 5138, 5139
511601|Nursing/Registered Nurse (RN, ASN, BSN, MSN)|Moved to|yes|513801|Registered Nursing/Registered Nurse
511602|Nursing Administration (MSN, MS, PhD)|Moved to|no|513802|Nursing Administration
511603|Adult Health Nurse/Nursing|Moved to|no|513803|Adult Health Nurse/Nursing
511604|Nurse Anesthetist|Moved to|no|513804|Nurse Anesthetist
511605|Family Practice Nurse/Nurse Practitioner|Moved to|no|513805|Family Practice Nurse/Nursing
511606|Maternal/Child Health and Neonatal Nurse/Nursing|Moved to|no|513806|Maternal/Child Health and Neonatal Nurse/Nursing
511607|Nurse Midwife/Nursing Midwifery|Moved to|no|513807|Nurse Midwife/Nursing Midwifery
511608|Nursing Science (MS, PhD)|Moved to|no|513808|Nursing Science
511609|Pediatric Nurse/Nursing|Moved to|no|513809|Pediatric Nurse/Nursing
511610|Psychiatric/Mental Health Nurse/Nursing|Moved to|no|513810|Psychiatric/Mental Health Nurse/Nursing
511611|Public Health/Community Nurse/Nursing|Moved to|no|513811|Public Health/Community Nurse/Nursing
511612|Perioperative/Operating Room and Surgical Nurse/Nursing|Moved to|no|513812|Perioperative/Operating Room and Surgical Nurse/Nursing
511613|Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert, Dipl, AAS)|Moved to|no|513901|Licensed Practical/Vocational Nurse Training
511614|Nurse/Nursing Assistant/Aide and Patient Care Assistant|Moved to|yes|513902|Nursing Assistant/Aide and Patient Care Assistant/Aide
511616|Clinical Nurse Specialist|Moved to|no|513813|Clinical Nurse Specialist
511617|Critical Care Nursing|Moved to|no|513814|Critical Care Nursing
511618|Occupational and Environmental Health Nursing|Moved to|no|513815|Occupational and Environmental Health Nursing
511699|Nursing, Other|Deleted|no|511699|Deleted, report under 5138, 5139
5117|Optometry (OD)|No substantive changes|no|5117|Optometry
511701|Optometry (OD)|No substantive changes|no|511701|Optometry
5118|Ophthalmic and Optometric Support Services and Allied Professions|No substantive changes|no|5118|Ophthalmic and Optometric Support Services and Allied Professions
511801|Opticianry/Ophthalmic Dispensing Optician|No substantive changes|no|511801|Opticianry/Ophthalmic Dispensing Optician
511802|Optometric Technician/Assistant|No substantive changes|no|511802|Optometric Technician/Assistant
511803|Ophthalmic Technician/Technologist|No substantive changes|no|511803|Ophthalmic Technician/Technologist
511804|Orthoptics/Orthoptist|No substantive changes|no|511804|Orthoptics/Orthoptist
511899|Ophthalmic and Optometric Support Services and Allied Professions, Other|No substantive changes|no|511899|Ophthalmic and Optometric Support Services and Allied Professions, Other
5119|Osteopathic Medicine/Osteopathy (DO)|No substantive changes|no|5119|Osteopathic Medicine/Osteopathy
511901|Osteopathic Medicine/Osteopathy (DO)|No substantive changes|no|511901|Osteopathic Medicine/Osteopathy
5120|Pharmacy, Pharmaceutical Sciences, and Administration|No substantive changes|no|5120|Pharmacy, Pharmaceutical Sciences, and Administration
512001|Pharmacy (PharmD [USA], PharmD or BS/BPharm [Canada])|No substantive changes|no|512001|Pharmacy
512002|Pharmacy Administration and Pharmacy Policy and Regulatory Affairs (MS, PhD)|No substantive changes|no|512002|Pharmacy Administration and Pharmacy Policy and Regulatory Affairs
512003|Pharmaceutics and Drug Design (MS, PhD)|No substantive changes|no|512003|Pharmaceutics and Drug Design
512004|Medicinal and Pharmaceutical Chemistry (MS, PhD)|No substantive changes|no|512004|Medicinal and Pharmaceutical Chemistry
512005|Natural Products Chemistry and Pharmacognosy (MS, PhD)|No substantive changes|no|512005|Natural Products Chemistry and Pharmacognosy
512006|Clinical and Industrial Drug Development (MS, PhD)|No substantive changes|no|512006|Clinical and Industrial Drug Development
512007|Pharmacoeconomics/Pharmaceutical Economics (MS, PhD)|No substantive changes|no|512007|Pharmacoeconomics/Pharmaceutical Economics
512008|Clinical, Hospital, and Managed Care Pharmacy (MS, PhD)|No substantive changes|no|512008|Clinical, Hospital, and Managed Care Pharmacy
512009|Industrial and Physical Pharmacy and Cosmetic Sciences (MS, PhD)|No substantive changes|no|512009|Industrial and Physical Pharmacy and Cosmetic Sciences
512099|Pharmacy, Pharmaceutical Sciences, and Administration, Other|No substantive changes|no|512099|Pharmacy, Pharmaceutical Sciences, and Administration, Other
5121|Podiatric Medicine/Podiatry (DPM)|No substantive changes|no|5121|Podiatric Medicine/Podiatry
512101|Podiatric Medicine/Podiatry (DPM)|No substantive changes|no|512101|Podiatric Medicine/Podiatry
5122|Public Health|No substantive changes|no|5122|Public Health
512201|Public Health, General (MPH, DPH)|No substantive changes|yes|512201|Public Health, General
512202|Environmental Health|No substantive changes|yes|512202|Environmental Health
512205|Health/Medical  Physics|No substantive changes|no|512205|Health/Medical  Physics
512206|Occupational Health and Industrial Hygiene|No substantive changes|no|512206|Occupational Health and Industrial Hygiene
512207|Public Health Education and Promotion|No substantive changes|no|512207|Public Health Education and Promotion
512208|Community Health and Preventive Medicine|No substantive changes|no|512208|Community Health and Preventive Medicine
512209|Maternal and Child Health|No substantive changes|no|512209|Maternal and Child Health
512210|International Public Health/International Health|No substantive changes|no|512210|International Public Health/International Health
512211|Health Services Administration|No substantive changes|no|512211|Health Services Administration
512299|Public Health, Other|No substantive changes|no|512299|Public Health, Other
5123|Rehabilitation and Therapeutic Professions|No substantive changes|no|5123|Rehabilitation and Therapeutic Professions
512301|Art Therapy/Therapist|No substantive changes|no|512301|Art Therapy/Therapist
512302|Dance Therapy/Therapist|No substantive changes|no|512302|Dance Therapy/Therapist
512305|Music Therapy/Therapist|No substantive changes|no|512305|Music Therapy/Therapist
512306|Occupational Therapy/Therapist|No substantive changes|no|512306|Occupational Therapy/Therapist
512307|Orthotist/Prosthetist|No substantive changes|no|512307|Orthotist/Prosthetist
512308|Physical Therapy/Therapist|No substantive changes|no|512308|Physical Therapy/Therapist
512309|Therapeutic Recreation/Recreational Therapy|No substantive changes|no|512309|Therapeutic Recreation/Recreational Therapy
512310|Vocational Rehabilitation Counseling/Counselor|No substantive changes|yes|512310|Vocational Rehabilitation Counseling/Counselor
512311|Kinesiotherapy/Kinesiotherapist|No substantive changes|no|512311|Kinesiotherapy/Kinesiotherapist
512312|Assistive/Augmentative Technology and Rehabiliation Engineering|No substantive changes|no|512312|Assistive/Augmentative Technology and Rehabilitation Engineering
512399|Rehabilitation and Therapeutic Professions, Other|No substantive changes|no|512399|Rehabilitation and Therapeutic Professions, Other
5124|Veterinary Medicine (DVM)|No substantive changes|no|5124|Veterinary Medicine
512401|Veterinary Medicine (DVM)|No substantive changes|no|512401|Veterinary Medicine
5125|Veterinary Biomedical and Clinical Sciences (Cert, MS, PhD)|No substantive changes|no|5125|Veterinary Biomedical and Clinical Sciences
512501|Veterinary Sciences/Veterinary Clinical Sciences, General (Cert, MS, PhD)|No substantive changes|no|512501|Veterinary Sciences/Veterinary Clinical Sciences, General
512502|Veterinary Anatomy (Cert, MS, PhD)|No substantive changes|no|512502|Veterinary Anatomy
512503|Veterinary Physiology (Cert, MS, PhD)|No substantive changes|no|512503|Veterinary Physiology
512504|Veterinary Microbiology and Immunobiology (Cert, MS, PhD)|No substantive changes|no|512504|Veterinary Microbiology and Immunobiology
512505|Veterinary Pathology and Pathobiology (Cert, MS, PhD)|No substantive changes|no|512505|Veterinary Pathology and Pathobiology
512506|Veterinary Toxicology and Pharmacology (Cert, MS, PhD)|No substantive changes|no|512506|Veterinary Toxicology and Pharmacology
512507|Large Animal/Food Animal and Equine Surgery and Medicine (Cert, MS, PhD)|No substantive changes|no|512507|Large Animal/Food Animal and Equine Surgery and Medicine
512508|Small/Companion Animal Surgery and Medicine (Cert, MS, PhD)|No substantive changes|no|512508|Small/Companion Animal Surgery and Medicine
512509|Comparative and Laboratory Animal Medicine (Cert, MS, PhD)|No substantive changes|no|512509|Comparative and Laboratory Animal Medicine
512510|Veterinary Preventive Medicine Epidemiology, and Public Health (Cert, MS, PhD)|No substantive changes|no|512510|Veterinary Preventive Medicine, Epidemiology, and Public Health
512511|Veterinary Infectious Diseases (Cert, MS, PhD)|No substantive changes|no|512511|Veterinary Infectious Diseases
512599|Veterinary Biomedical and Clinical Sciences, Other (Cert, MS PhD)|No substantive changes|no|512599|Veterinary Biomedical and Clinical Sciences, Other
5126|Health Aides/Attendants/Orderlies|No substantive changes|no|5126|Health Aides/Attendants/Orderlies
512601|Health Aide|No substantive changes|no|512601|Health Aide
512602|Home Health Aide/Home Attendant|No substantive changes|no|512602|Home Health Aide/Home Attendant
512603|Medication Aide|No substantive changes|no|512603|Medication Aide
512699|Health Aides/Attendants/Orderlies, Other|No substantive changes|no|512699|Health Aides/Attendants/Orderlies, Other
5127|Medical Illustration and Informatics|No substantive changes|no|5127|Medical Illustration and Informatics
512703|Medical Illustration/Medical Illustrator|No substantive changes|no|512703|Medical Illustration/Medical Illustrator
512706|Medical Informatics|No substantive changes|no|512706|Medical Informatics
512799|Medical Illustration and Informatics, Other|No substantive changes|no|512799|Medical Illustration and Informatics, Other
5131|Dietetics and Clinical Nutrition Services|No substantive changes|no|5131|Dietetics and Clinical Nutrition Services
513101|Dietetics/Dietitian (RD)|No substantive changes|no|513101|Dietetics/Dietitian
513102|Clinical Nutrition/Nutritionist|No substantive changes|no|513102|Clinical Nutrition/Nutritionist
513103|Dietetic Technician (DTR)|No substantive changes|no|513103|Dietetic Technician
513104|Dietitian Assistant|No substantive changes|no|513104|Dietitian Assistant
513199|Dietetics and Clinical Nutrition Services, Other|No substantive changes|no|513199|Dietetics and Clinical Nutrition Services, Other
5132|Bioethics/Medical Ethics|No substantive changes|no|5132|Bioethics/Medical Ethics
513201|Bioethics/Medical Ethics|No substantive changes|no|513201|Bioethics/Medical Ethics
5133|Alternative and Complementary Medicine and Medical Systems|No substantive changes|no|5133|Alternative and Complementary Medicine and Medical Systems
513301|Acupuncture|No substantive changes|yes|513301|Acupuncture and Oriental Medicine
513302|Traditional Chinese/Asian Medicine and Chinese Herbology|No substantive changes|yes|513302|Traditional Chinese Medicine and Chinese Herbology
513303|Naturopathic Medicine/Naturopathy (ND)|No substantive changes|no|513303|Naturopathic Medicine/Naturopathy
513304|Homeopathic Medicine/Homeopathy|No substantive changes|no|513304|Homeopathic Medicine/Homeopathy
513305|Ayurvedic Medicine/Ayurveda|No substantive changes|no|513305|Ayurvedic Medicine/Ayurveda
513399|Alternative and Complementary Medicine and Medical Systems, Other|No substantive changes|no|513399|Alternative and Complementary Medicine and Medical Systems, Other
5134|Alternative and Complementary Medical Support Services|No substantive changes|no|5134|Alternative and Complementary Medical Support Services
513401|Direct Entry Midwifery (LM, CPM)|No substantive changes|no|513401|Direct Entry Midwifery
513499|Alternative and Complementary Medical Support Services, Other|No substantive changes|no|513499|Alternative and Complementary Medical Support Services, Other
5135|Somatic Bodywork and Related Therapeutic Services|No substantive changes|no|5135|Somatic Bodywork and Related Therapeutic Services
513501|Massage Therapy/Therapeutic Massage|No substantive changes|no|513501|Massage Therapy/Therapeutic Massage
513502|Asian Bodywork Therapy|No substantive changes|no|513502|Asian Bodywork Therapy
513503|Somatic Bodywork|No substantive changes|no|513503|Somatic Bodywork
513599|Somatic Bodywork and Related Therapeutic Services, Other|No substantive changes|no|513599|Somatic Bodywork and Related Therapeutic Services, Other
5136|Movement and Mind-Body Therapies and Education|No substantive changes|no|5136|Movement and Mind-Body Therapies and Education
513601|Movement Therapy and Movement Education|No substantive changes|no|513601|Movement Therapy and Movement Education
513602|Yoga Teacher Training/Yoga Therapy|No substantive changes|no|513602|Yoga Teacher Training/Yoga Therapy
513603|Hypnotherapy/Hypnotherapist|No substantive changes|no|513603|Hypnotherapy/Hypnotherapist
513699|Movement and Mind-Body Therapies and Education, Other|No substantive changes|no|513699|Movement and Mind-Body Therapies and Education, Other
5137|Energy and Biologically Based Therapies|No substantive changes|no|5137|Energy and Biologically Based Therapies
513701|Aromatherapy|No substantive changes|no|513701|Aromatherapy
513702|Herbalism/Herbalist|No substantive changes|no|513702|Herbalism/Herbalist
513703|Polarity Therapy|No substantive changes|no|513703|Polarity Therapy
513704|Reiki|No substantive changes|no|513704|Reiki
513799|Energy and Biologically Based Therapies, Other|No substantive changes|no|513799|Energy and Biologically Based Therapies, Other
5199|Health Professions and Related Clinical Sciences, Other|No substantive changes|no|5199|Health Professions and Related Clinical Sciences, Other
519999|Health Professions and Related Clinical Sciences, Other|No substantive changes|no|519999|Health Professions and Related Clinical Sciences, Other
52|BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES|No substantive changes|no|52|BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES
5201|Business/Commerce, General|No substantive changes|no|5201|Business/Commerce, General
520101|Business/Commerce, General|No substantive changes|no|520101|Business/Commerce, General
5202|Business Administration, Management and Operations|No substantive changes|no|5202|Business Administration, Management and Operations
520201|Business Administration and Management, General|No substantive changes|no|520201|Business Administration and Management, General
520202|Purchasing, Procurement/Acquisitions and Contracts Management|No substantive changes|no|520202|Purchasing, Procurement/Acquisitions and Contracts Management
520203|Logistics and Materials Management|No substantive changes|yes|520203|Logistics, Materials, and Supply Chain Management
520204|Office Management and Supervision|No substantive changes|no|520204|Office Management and Supervision
520205|Operations Management and Supervision|No substantive changes|no|520205|Operations Management and Supervision
520206|Non-Profit/Public/Organizational Management|No substantive changes|no|520206|Non-Profit/Public/Organizational Management
520207|Customer Service Management|No substantive changes|no|520207|Customer Service Management
520208|E-Commerce/Electronic Commerce|No substantive changes|no|520208|E-Commerce/Electronic Commerce
