CIP_Short|CIP_Code|CIPTitle|Description|CrossReferences|Groups|Old_CIP_Code|Created_Date|Modified_Date|Inactive
40|400507|Polymer Chemistry.|A program that focuses on the scientific study of synthesized macromolecules and their interactions with other substances.  Includes instruction in molecular bonding theory, polymerization, properties and behavior of unstable compounds, the development of tailored polymers, transition phenomena, and applications to specific industrial problems and technologies.|14.3201 - Polymer/Plastics Engineering.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400508|Chemical Physics.|A program that focuses on the scientific study of structural phenomena combining the disciplines of physical chemistry and atomic/molecular physics. Includes instruction in heterogeneous structures, alignment and surface phenomena, quantum theory, mathematical physics, statistical and classical mechanics, chemical kinetics, and laser physics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400509|Environmental Chemistry.|A program that focuses on the scientific study of natural systems (air, water, and soil) through the use of chemical techniques and instrumentation, with an emphasis on the movement and fate of pollutants and chemical aspects of contaminant remediation. Includes instruction in analytical, inorganic, organic, and physical chemistry; aquatic, soil, and atmospheric chemistry; environmental engineering; environmental toxicology; and analytical methods.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400510|Forensic Chemistry.|A program that focuses on the application of chemical techniques and instrumentation to the analysis and evaluation of physical evidence to aid in criminal investigations. Includes instruction in analytical, inorganic, organic, and physical chemistry; biochemistry; forensic toxicology; instrumental analysis; crime scene processing; criminal investigation; forensic laboratory technology; and applicable law.|43.0406 - Forensic Science and Technology.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400511|Theoretical Chemistry.|A program that focuses on the study of mathematical and computational methods and fundamental laws of physics to describe chemical phenomena and to develop empirical models of molecules and their interactions. Includes instruction in properties of small, isolated molecules; dynamics of elementary chemical processes; reaction pathways of organic molecules; hydrogen bonding patterns in liquids; reaction rates of biological pathways; and advanced computational techniques.|40.0512 - Cheminformatics/Chemistry Informatics.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400512|Cheminformatics/Chemistry Informatics.|A program that focuses on applying computer science approaches in the representation, analysis, design, and modeling of chemical structures and associated metadata, such as biological activity endpoints and physicochemical properties. Includes instruction in chemical information technology, computational chemistry, computer science, database design, molecular modeling, scientific computing, and statistics.||NULL|NULL|2020-04-15 14:26:57.863|NULL|N
40|400599|Chemistry, Other.|Any instructional program in chemistry not listed above.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|4006|Geological and Earth Sciences/Geosciences.|Instructional content for this group of programs is defined in codes 40.0601 - 40.0699.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400601|Geology/Earth Science, General.|A program that focuses on the scientific study of the earth; the forces acting upon it; and the behavior of the solids, liquids and gases comprising it.  Includes instruction in historical geology, geomorphology, and sedimentology, the chemistry of rocks and soils, stratigraphy, mineralogy, petrology, geostatistics, volcanology, glaciology, geophysical principles, and applications to research and industrial problems.|14.3901 - Geological/Geophysical Engineering.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400602|Geochemistry.|A program that focuses on the scientific study of the chemical properties and behavior of the silicates and other substances forming, and formed by geomorphological processes of the earth and other planets.  Includes instruction in chemical thermodynamics, equilibrium in silicate systems, atomic bonding, isotopic fractionation, geochemical modeling, specimen analysis, and studies of specific organic and inorganic substances.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400603|Geophysics and Seismology.|A program that focuses on the scientific study of the physics of solids and its application to the study of the earth and other planets.  Includes instruction in gravimetric, seismology, earthquake forecasting, magnetrometry, electrical properties of solid bodies, plate tectonics, active deformation, thermodynamics, remote sensing, geodesy, and laboratory simulations of geological processes.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400604|Paleontology.|A program that focuses on the scientific study of extinct life forms and associated fossil remains, and the reconstruction and analysis of ancient life forms, ecosystems, and geologic processes. Includes instruction in sedimentation and fossilization processes, fossil chemistry, evolutionary biology, paleoecology, paleoclimatology, trace fossils, micropaleontology, invertebrate paleontology, vertebrate paleontology, paleobotany, field research methods, and laboratory research and conservation methods.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400605|Hydrology and Water Resources Science.|A program that focuses on the scientific study of the occurrence, circulation, distribution, chemical and physical properties, and environmental interaction of surface and subsurface waters, including groundwater.  Includes instruction in geophysics, thermodynamics, fluid mechanics, chemical physics, geomorphology, mathematical modeling, hydrologic analysis, continental water processes, global water balance, and environmental science.|14.0805 - Water Resources Engineering., 03.0205 - Water, Wetlands, and Marine Resources Management.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400606|Geochemistry and Petrology.|A program that focuses on the scientific study of the igneous, metamorphic, and hydrothermal processes within the earth and the mineral, fluid, rock, and ore deposits resulting from them.  Includes instruction in mineralogy, crystallography, petrology, volcanology, economic geology, meteoritics, geochemical reactions, deposition, compound transformation, core studies, theoretical geochemistry, computer applications, and laboratory studies.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400607|Oceanography, Chemical and Physical.|A program that focuses on the scientific study of the chemical components, mechanisms, structure, and movement of ocean waters and their interaction with terrestrial and atmospheric phenomena.  Includes instruction in material inputs and outputs, chemical and biochemical transformations in marine systems, equilibria studies, inorganic and organic ocean chemistry, oceanographic processes, sediment transport, zone processes, circulation, mixing, tidal movements, wave properties, and seawater properties.|26.1302 - Marine Biology and Biological Oceanography.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400699|Geological and Earth Sciences/Geosciences, Other.|Any instructional program in geological and related sciences not listed above.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|4008|Physics.|Instructional content for this group of programs is defined in codes 40.0801 - 40.0899.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400801|Physics, General.|A general program that focuses on the scientific study of matter and energy, and the formulation and testing of the laws governing the behavior of the matter-energy continuum.  Includes instruction in classical and modern physics, electricity and magnetism, thermodynamics, mechanics, wave properties, nuclear processes, relativity and quantum theory, quantitative methods, and laboratory methods.|14.1201 - Engineering Physics/Applied Physics.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400802|Atomic/Molecular Physics.|A program that focuses on the scientific study of the behavior of matter-energy phenomena at the level of atoms and molecules. Includes instruction in chemical physics, atomic forces and structure, molecular orbital theory, magnetic resonance, molecular bonding, phase equilibria, quantum theory of solids, and applications to the study of specific elements and higher compounds.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400804|Elementary Particle Physics.|A program that focuses on the scientific study of the basic constituents of sub-atomic matter and energy, and the forces governing fundamental processes.  Includes instruction in quantum theory, field theory, single-particle systems, perturbation and scattering theory, matter-radiation interaction, symmetry, quarks, capture, Schroedinger mechanics, methods for detecting particle emission and absorption, and research equipment operation and maintenance.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400805|Plasma and High-Temperature Physics.|A program that focuses on the scientific study of properties and behavior of matter at high temperatures, such that molecular and atomic structures are in a disassociated ionic or electronic state.  Includes instruction in magnetohydrodynamics, free electron phenomena, fusion theory, electromagnetic fields and dynamics, plasma and non-linear wave theory, instability theory, plasma shock phenomena, quantitative modeling, and research equipment operation and maintenance.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400806|Nuclear Physics.|A program that focuses on the scientific study of the properties and behavior of atomic nuclei.  Includes instruction in nuclear reaction theory, quantum mechanics, energy conservation, nuclear fission and fusion, strong and weak forces, nuclear modeling, nuclear decay, nucleon scattering, pairing, photon and electron reactions, the physics of nuclear effects, statistical methods, and research equipment operation and maintenance.|14.2301 - Nuclear Engineering.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400807|Optics/Optical Sciences.|A program that focuses on the scientific study of light energy, including its structure, properties and behavior under different conditions.  Includes instruction in wave theory, wave mechanics, electromagnetic theory, physical optics, geometric optics, quantum theory of light, photon detecting, laser theory, wall and beam properties, chaotic light, non-linear optics, harmonic generation, optical systems theory, and applications to engineering problems.|14.1003 - Laser and Optical Engineering.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400808|Condensed Matter and Materials Physics.|A program that focuses on the scientific study of macroscopic physical phenomena and properties that arise from basic microscopic interactions.  Includes instruction in low-temperature and solid-state physics, x-ray physics, liquids and soft materials, including the study of semiconductors, metals, superliquids, magnets, superconductors, glasses, gels, polymers, colloids, neural networks, and macromolecules.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400809|Acoustics.|A program that focuses on the scientific study of sound, and the properties and behavior of acoustic wave phenomena under different conditions.  Includes instruction in wave theory, the acoustic wave equation, energy transformation, vibration phenomena, sound reflection and transmission, scattering and surface wave phenomena, singularity expansion theory, ducting, and applications to specific research problems such as underwater acoustics, crystallography, and health diagnostics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400810|Theoretical and Mathematical Physics.|A program that focuses on the scientific and mathematical formulation and evaluation of the physical laws governing, and models describing, matter-energy phenomena, and the analysis of related experimental designs and results.  Includes instruction in classical and quantum theory, relativity theory, field theory, mathematics of infinite series, vector and coordinate analysis, wave and particle theory, advanced applied calculus and geometry, analyses of continuum, cosmology, and statistical theory and analysis.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|400899|Physics, Other.|Any instructional program in physics not listed above.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|4010|Materials Sciences.|Instructional content for this group of programs is defined in codes 40.1001 - 40.1099.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|401001|Materials Science.|A program that focuses on the general application of mathematical and scientific principles to the analysis and evaluation of the characteristics and behavior of solids, including internal structure, chemical properties, transport and energy flow properties, thermodynamics of solids, stress and failure factors, chemical transformation states and processes, compound materials, and research on industrial applications of specific materials.|14.1801 - Materials Engineering., 40.1002 - Materials Chemistry.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|401002|Materials Chemistry.|A program that focuses on the synthesis and study of organic or inorganic materials and their electronic, magnetic, optical or mechanical properties. Includes instruction in advanced materials for photonics, lasers, chemical sensors and arrays or nanochemistry; semiconductor nanowires; and molecular electronics.|14.1801 - Materials Engineering., 40.1001 - Materials Science.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|401099|Materials Sciences, Other.|Any instructional program in materials sciences not listed above.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|4011|Physics and Astronomy.|Instructional content is defined in code 40.1101.||NULL|NULL|2020-04-15 14:26:57.863|NULL|N
40|401101|Physics and Astronomy.|A program that focuses on the scientific study of the theories that explain the fundamental structure of our world and the universe and which draws from physics and astronomy. Includes instruction in astronomy, calculus, cosmology, differential equations, electricity, magnetism, data analysis, physics, quantum mechanics, space science, spectroscopy, and thermal physics.|40.0202 - Astrophysics.|NULL|NULL|2020-04-15 14:26:57.863|NULL|N
40|4099|Physical Sciences, Other.|Instructional content is defined in code 40.9999.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
40|409999|Physical Sciences, Other.|Any instructional program in physical sciences not listed above.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
41|41|SCIENCE TECHNOLOGIES/TECHNICIANS.|Instructional programs that prepare individuals to apply scientific principles and technical skills in support of scientific research and development.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
41|4100|Science Technologies/Technicians, General.|Instructional content is defined in code 41.0000.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
41|410000|Science Technologies/Technicians, General.|A general program that prepares individuals to apply scientific principles and technical skills in support of scientific research and development. Includes instruction in standard laboratory practices and procedures; techniques for analysis, testing and inspection; laboratory instrumentation and equipment operation and maintenance; laboratory and materials handling safety; and computer applications.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
41|4101|Biology/Biotechnology Technologies/Technicians.|Instructional content is defined in code 41.0101.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
41|410101|Biology/Biotechnology Technology/Technician.|A program that prepares individuals to apply scientific principles and technical skills in support of biologists and biotechnologists in research, industrial, and government settings.  Includes instruction in fermentation technology, cell culturing, protein purification, biologic synthesis, assaying and testing, quality control, industrial microbiology, bioprocessing, chromatography and bioseparation, genetic technology, laboratory and hazardous materials safety, and computer applications.|51.1004 - Clinical/Medical Laboratory Technician.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
41|4102|Nuclear and Industrial Radiologic Technologies/Technicians.|Instructional content for this group of programs is defined in codes 41.0204 - 41.0299.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
41|410204|Industrial Radiologic Technology/Technician.|A program that prepares individuals to apply scientific principles and technical skills to the operation of industrial and research testing equipment using radioisotopes.  Includes instruction in x-ray analysis of materials, nondestructive testing and inspection of materials, and continuous measurement of paper or metal thickness.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
41|410205|Nuclear/Nuclear Power Technology/Technician.|A program that prepares individuals to apply scientific principles and technical skills in support of research scientists and operating engineers engaged in the running of nuclear reactors, and in nuclear materials processing and disposal.  Includes instruction in basic nuclear physics and nuclear engineering, monitoring and safety procedures, radioactive materials handling and disposal, equipment maintenance and operation, and record keeping.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
41|410299|Nuclear and Industrial Radiologic Technologies/Technicians, Other.|Any instructional program in nuclear and industrial radiologic technologies not listed above.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
41|4103|Physical Science Technologies/Technicians.|Instructional content for this group of programs is defined in codes 41.0301 - 41.0399.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
41|410301|Chemical Technology/Technician.|A program that prepares individuals to apply scientific principles and technical skills in support of chemical and biochemical research and industrial operations.  Includes instruction in principles of chemistry and biochemistry, technical mathematics, computer applications, radiochemistry, industrial biochemistry, chemical instrumentation, physical chemistry, laboratory research methods, industrial processing methods and equipment, and test equipment operation and maintenance.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
41|410303|Chemical Process Technology.|A program that prepares individuals to apply scientific principles and technical skills to the operation of chemical processing equipment in industries such as chemical manufacturing, petroleum refining, pharmaceutical manufacturing, and waste water treatment. Includes instruction in mathematics, chemistry, and physics; computer applications; chemical and refinery plant operations, processes, and equipment; safety, health, and environment; instrumentation; troubleshooting; and applications to specific industries.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
41|410399|Physical Science Technologies/Technicians, Other.|Any instructional program in physical science technologies not listed above.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
41|4199|Science Technologies/Technicians, Other.|Instructional content is defined in code 41.9999.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
41|419999|Science Technologies/Technicians, Other.|Any instructional program in science technologies not listed above.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|42|PSYCHOLOGY.|Instructional programs that focus on the scientific study of the behavior of individuals, independently or collectively, and the physical and environmental bases of mental, emotional, and neurological activity.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|4201|Psychology, General.|Instructional content is defined in code 42.0101.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|420101|Psychology, General.|A general program that focuses on the scientific study of individual and collective behavior, the physical and environmental bases of behavior, and the analysis and treatment of behavior problems and disorders.  Includes instruction in the principles of the various subfields of psychology, research methods, and psychological assessment and testing methods.|30.1701 - Behavioral Sciences.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|4202|Clinical Psychology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|420201|Clinical Psychology.|Moved from 42.0201 to 42.2801|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4203|Cognitive Psychology and Psycholinguistics.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|420301|Cognitive Psychology and Psycholinguistics.|Moved from 42.0301 to 42.2701|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4204|Community Psychology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|420401|Community Psychology.|Moved from 42.0401 to 42.2802|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4205|Comparative Psychology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|420501|Comparative Psychology.|Moved from 42.0501 to 42.2702|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4206|Counseling Psychology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|420601|Counseling Psychology.|Moved from 42.0601 to 42.2803|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4207|Developmental and Child Psychology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|420701|Developmental and Child Psychology.|Moved from 42.0701 to 42.2703|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4208|Experimental Psychology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|420801|Experimental Psychology.|Moved from 42.0801 to 42.2704|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4209|Industrial and Organizational Psychology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|420901|Industrial and Organizational Psychology.|Moved from 42.0901 to 42.2804|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4210|Personality Psychology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|421001|Personality Psychology.|Moved from 42.1001 to 42.2705|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4211|Physiological Psychology/Psychobiology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|421101|Physiological Psychology/Psychobiology.|Moved from 42.1101 to 42.2706|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4216|Social Psychology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|421601|Social Psychology.|Moved from 42.1601 to 42.2707|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4217|School Psychology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|421701|School Psychology.|Moved from 42.1701 to 42.2805|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4218|Educational Psychology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|421801|Educational Psychology.|Moved from 42.1801 to 42.2806|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4219|Psychometrics and Quantitative Psychology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|421901|Psychometrics and Quantitative Psychology.|Moved from 42.1901 to 42.2708|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4220|Clinical Child Psychology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|422001|Clinical Child Psychology.|Moved from 42.2001 to 42.2807|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4221|Environmental Psychology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|422101|Environmental Psychology.|Moved from 42.2101 to 42.2808|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4222|Geropsychology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|422201|Geropsychology.|Moved from 42.2201 to 42.2809|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4223|Health Psychology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|422301|Health/Medical Psychology.|Moved from 42.2301 to 42.2810|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4224|Psychopharmacology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|422401|Psychopharmacology.|Moved from 42.2401 to 42.2709|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4225|Family Psychology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|422501|Family Psychology.|Moved from 42.2501 to 42.2811|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4226|Forensic Psychology.|Deleted|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|422601|Forensic Psychology.|Moved from 42.2601 to 42.2812|NULL|STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:30:29.810|Y
42|4227|Research and Experimental Psychology.|Instructional content for this group of programs is defined in codes 42.2701 - 42.2799.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422701|Cognitive Psychology and Psycholinguistics.|A program that focuses on the scientific study of the mechanisms and processes of learning and thinking, and associated information encoding, decoding, processing and transmitting systems.  Includes instruction in theories of cognition and intelligence; studies of cognitive processes such as memory, sensation, perception, pattern recognition, problem solving, and conceptual thinking; cybernetics; psycholinguistics; and the study of biological and social communications mechanisms and processes.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422702|Comparative Psychology.|A program that focuses on the behavior of members of particular species or groups and the relationship of the behaviors of the species or group to their evolutionary origins.  Includes instruction in differential psychology, experimental and physiological psychology, psychopharmacology, psychology of individual differences, reinforcement theory, and neurophysiology.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422703|Developmental and Child Psychology.|A program that focuses on the scientific study of the unique stages of psychological growth and development of individuals from infancy through childhood. Includes instruction in cognitive and perceptual development, emotional development, personality development, the effects of biological maturation on behavior, theories of cognitive growth and related research methods, testing and assessment methods for different age levels, research on child and adolescent behavior therapy, and the psychology of aging.|19.0706 - Child Development.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422704|Experimental Psychology.|A program that focuses on the scientific study of behavior under experimental conditions and the analysis of controlled behavioral responses.  Includes instruction in learning theory, research design and experimental methods, psychological measurement, statistical design and methods, analysis of cognitive and behavioral variables, and the conduct of specialized and large-scale studies.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422705|Personality Psychology.|A program that focuses on the unique organization of fairly permanent characteristics that set the individual apart from other individuals and, at the same time, determine how others respond to that individual.   Includes instruction in Freudian, Skinnerian, Rogerian, and Ellisonian psychology; neo-Freudian psychology; psychological systems, neurophysiology, and psychopharmacology.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422706|Behavioral Neuroscience.|A program that focuses on the scientific study of the biological bases of behavior and psychological functioning, and their application to experimental and therapeutic research problems.  Includes instruction in functional neuroanatomy, neural system development, biochemical neural regulatory mechanisms, neurological biophysics, memory storage and retrieval, physiology of cognition and perception, physiological bases of psychopathology and behavioral disorders, psychopharmacology, comparative psychobiology, molecular and cellular neuroscience, brain science, anatomy and physiology of the central nervous system, and specialized experimental design and research methods.|30.1701 - Behavioral Sciences., 26.1501 - Neuroscience., 30.1001 - Biopsychology., 26.1504 - Neurobiology and Behavior.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422707|Social Psychology.|A program that focuses on the scientific study of individual behavior in group contexts, group behavior, and associated phenomena.  Includes instruction in social learning theory, group theory and dynamics, sex roles, social cognition and inference, attribution theory, attitude formation, criminal behavior and other social pathologies, altruistic behavior, social development, and social ecology.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422708|Psychometrics and Quantitative Psychology.|A program that focuses on the mathematical and statistical procedures used in psychological test construction and validation; the general problems of the measurement of behavior; and the application of quantitative methods to research design and other methodological topics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422709|Psychopharmacology.|A program that focuses on the study of the behavioral effects of medications, drugs, nutrients, and chemicals (including natural and artificial toxins) in laboratory and clinical settings.  Includes instruction in pharmacology, behavioral toxicology and pharmacology, neuroscience, physiology, clinical psychopharmacology, substance abuse treatments and antidotes, neurochemical mechanisms, epidemiology of chemicals and substances, biochemical interactions, and psychoactive drugs.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422710|Developmental and Adolescent Psychology.|A program that focuses on the scientific study of the unique stages of psychological growth and development of individuals from adolescence to adulthood. Includes instruction in cognitive and perceptual development, emotional development, personality development, the effects of biological maturation on behavior, theories of cognitive growth and related research methods, testing and assessment methods for different age levels, research on child and adolescent behavior therapy, and the psychology of aging.||NULL|NULL|2020-04-15 14:26:57.863|NULL|N
42|422799|Research and Experimental Psychology, Other.|Any instructional program in research and experimental psychology not listed above.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|4228|Clinical, Counseling and Applied Psychology.|Instructional content for this group of programs is defined in codes 42.2801 - 42.2899. These CIP codes are not valid for IPEDS reporting.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422801|Clinical Psychology.|A program that prepares individuals for the independent professional practice of clinical psychology, involving the analysis, diagnosis, and clinical treatment of psychological disorders and behavioral pathologies.  Includes instruction in clinical assessment and diagnosis, personality appraisal, psychopathology, clinical psychopharmacology, behavior modification, therapeutic intervention skills, patient interviewing, personalized and group therapy, child and adolescent therapy, cognitive and behavioral therapy, supervised clinical practice, ethical standards, and applicable regulations.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422802|Community Psychology.|A program that prepares individuals to apply psychological principles to the analysis of social problems, and the implementation of intervention strategies for addressing these problems.  Includes instruction in social ecology, primary and secondary prevention of social pathologies, social intervention strategies and tactics, large group counseling, social services systems behavior, creating settings, cultural stress, and the dynamics of social change.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422803|Counseling Psychology.|A program that prepares individuals for the independent professional practice of psychological counseling, involving the rendering of therapeutic services to individuals and groups experiencing psychological problems and exhibiting distress symptoms.  Includes instruction in counseling theory, therapeutic intervention strategies, patient/counselor relationships, testing and assessment methods and procedures, group therapy, marital and family therapy, child and adolescent therapy, supervised counseling practice, ethical standards, and applicable regulations.|51.1508 - Mental Health Counseling/Counselor.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422804|Industrial and Organizational Psychology.|A program that focuses on the scientific study of individual and group behavior in institutional settings, applications to related problems of organization and industry, and that may prepare individuals to apply such principles in industrial and organizational settings.  Includes instruction in group behavior theory, organizational theory, reward/punishment structures, human-machine and human-computer interactions, motivation dynamics, human stress studies, environmental and organizational influences on behavior, alienation and satisfaction, and job testing and assessment.|52.1003 - Organizational Behavior Studies.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422805|School Psychology.|A  program that prepares individuals to apply clinical and counseling psychology principles to the diagnosis and treatment of student behavioral problems.  Includes instruction in child and/or adolescent development; learning theory; testing, observation and other procedures for assessing educational, personality, intelligence and motor skill development; therapeutic intervention strategies for students and families; identification and classification of disabilities and disorders affecting learning; school psychological services planning; supervised counseling practice; ethical standards; and applicable regulations.|13.1101 - Counselor Education/School Counseling and Guidance Services.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
