CIPCode2010|CIPTitle2010|Action|Text change|CIPCode2020|CIPTitle2020
261199|Biomathematics, Bioinformatics, and Computational Biology, Other.|No substantive changes|No|261199|Biomathematics, Bioinformatics, and Computational Biology, Other.
2612|Biotechnology.|No substantive changes|No|2612|Biotechnology.
261201|Biotechnology.|No substantive changes|No|261201|Biotechnology.
2613|Ecology, Evolution, Systematics, and Population Biology.|No substantive changes|No|2613|Ecology, Evolution, Systematics, and Population Biology.
261301|Ecology.|No substantive changes|No|261301|Ecology.
261302|Marine Biology and Biological Oceanography.|No substantive changes|No|261302|Marine Biology and Biological Oceanography.
261303|Evolutionary Biology.|No substantive changes|No|261303|Evolutionary Biology.
261304|Aquatic Biology/Limnology.|No substantive changes|No|261304|Aquatic Biology/Limnology.
261305|Environmental Biology.|No substantive changes|No|261305|Environmental Biology.
261306|Population Biology.|No substantive changes|No|261306|Population Biology.
261307|Conservation Biology.|No substantive changes|No|261307|Conservation Biology.
261308|Systematic Biology/Biological Systematics.|No substantive changes|No|261308|Systematic Biology/Biological Systematics.
261309|Epidemiology.|No substantive changes|No|261309|Epidemiology.
261310|Ecology and Evolutionary Biology.|No substantive changes|No|261310|Ecology and Evolutionary Biology.
261399|Ecology, Evolution, Systematics and Population Biology, Other.|No substantive changes|No|261399|Ecology, Evolution, Systematics and Population Biology, Other.
2614|Molecular Medicine.|No substantive changes|No|2614|Molecular Medicine.
261401|Molecular Medicine.|No substantive changes|No|261401|Molecular Medicine.
2615|Neurobiology and Neurosciences.|No substantive changes|No|2615|Neurobiology and Neurosciences.
261501|Neuroscience.|No substantive changes|No|261501|Neuroscience.
261502|Neuroanatomy.|No substantive changes|No|261502|Neuroanatomy.
261503|Neurobiology and Anatomy.|No substantive changes|No|261503|Neurobiology and Anatomy.
261504|Neurobiology and Behavior.|No substantive changes|No|261504|Neurobiology and Behavior.
261599|Neurobiology and Neurosciences, Other.|No substantive changes|No|261599|Neurobiology and Neurosciences, Other.
2699|Biological and Biomedical Sciences, Other.|No substantive changes|No|2699|Biological and Biomedical Sciences, Other.
269999|Biological and Biomedical Sciences, Other.|No substantive changes|No|269999|Biological and Biomedical Sciences, Other.
27|MATHEMATICS AND STATISTICS.|No substantive changes|No|27|MATHEMATICS AND STATISTICS.
2701|Mathematics.|No substantive changes|No|2701|Mathematics.
270101|Mathematics, General.|No substantive changes|No|270101|Mathematics, General.
270102|Algebra and Number Theory.|No substantive changes|No|270102|Algebra and Number Theory.
270103|Analysis and Functional Analysis.|No substantive changes|No|270103|Analysis and Functional Analysis.
270104|Geometry/Geometric Analysis.|No substantive changes|No|270104|Geometry/Geometric Analysis.
270105|Topology and Foundations.|No substantive changes|No|270105|Topology and Foundations.
270199|Mathematics, Other.|No substantive changes|No|270199|Mathematics, Other.
2703|Applied Mathematics.|No substantive changes|No|2703|Applied Mathematics.
270301|Applied Mathematics, General.|No substantive changes|Yes|270301|Applied Mathematics, General.
270303|Computational Mathematics.|No substantive changes|No|270303|Computational Mathematics.
270304|Computational and Applied Mathematics.|No substantive changes|No|270304|Computational and Applied Mathematics.
270305|Financial Mathematics.|No substantive changes|No|270305|Financial Mathematics.
270306|Mathematical Biology.|No substantive changes|No|270306|Mathematical Biology.
270399|Applied Mathematics, Other.|No substantive changes|No|270399|Applied Mathematics, Other.
2705|Statistics.|No substantive changes|No|2705|Statistics.
270501|Statistics, General.|No substantive changes|No|270501|Statistics, General.
270502|Mathematical Statistics and Probability.|No substantive changes|No|270502|Mathematical Statistics and Probability.
270503|Mathematics and Statistics.|No substantive changes|No|270503|Mathematics and Statistics.
270599|Statistics, Other.|No substantive changes|No|270599|Statistics, Other.
2799|Mathematics and Statistics, Other.|No substantive changes|No|2799|Mathematics and Statistics, Other.
279999|Mathematics and Statistics, Other.|No substantive changes|No|279999|Mathematics and Statistics, Other.
28|MILITARY SCIENCE, LEADERSHIP AND OPERATIONAL ART.|No substantive changes|No|28|MILITARY SCIENCE, LEADERSHIP AND OPERATIONAL ART.
2801|Air Force ROTC, Air Science and Operations.|No substantive changes|No|2801|Air Force ROTC, Air Science and Operations.
280101|Air Force JROTC/ROTC.|No substantive changes|No|280101|Air Force JROTC/ROTC.
280199|Air Force ROTC, Air Science and Operations, Other.|No substantive changes|No|280199|Air Force ROTC, Air Science and Operations, Other.
2803|Army ROTC, Military Science and Operations.|No substantive changes|No|2803|Army ROTC, Military Science and Operations.
280301|Army JROTC/ROTC.|No substantive changes|No|280301|Army JROTC/ROTC.
280399|Army ROTC, Military Science and Operations, Other.|No substantive changes|No|280399|Army ROTC, Military Science and Operations, Other.
2804|Navy/Marine ROTC, Naval Science and Operations.|No substantive changes|No|2804|Navy/Marine ROTC, Naval Science and Operations.
280401|Navy/Marine Corps JROTC/ROTC.|No substantive changes|No|280401|Navy/Marine Corps JROTC/ROTC.
280499|Navy/Marine Corps ROTC, Naval Science and Operations, Other.|No substantive changes|No|280499|Navy/Marine Corps ROTC, Naval Science and Operations, Other.
2805|Military Science and Operational Studies.|No substantive changes|No|2805|Military Science and Operational Studies.
280501|Air Science/Airpower Studies.|No substantive changes|No|280501|Air Science/Airpower Studies.
280502|Air and Space Operational Art and Science.|No substantive changes|No|280502|Air and Space Operational Art and Science.
280503|Military Operational Art and Science/Studies.|No substantive changes|No|280503|Military Operational Art and Science/Studies.
280504|Advanced Military and Operational Studies.|No substantive changes|No|280504|Advanced Military and Operational Studies.
280505|Naval Science and Operational Studies.|No substantive changes|No|280505|Naval Science and Operational Studies.
280506|Special, Irregular and Counterterrorist Operations.|No substantive changes|No|280506|Special, Irregular and Counterterrorist Operations.
280599|Military Science and Operational Studies, Other.|No substantive changes|No|280599|Military Science and Operational Studies, Other.
2806|Security Policy and Strategy.|No substantive changes|No|2806|Security Policy and Strategy.
280601|Strategic Studies, General.|No substantive changes|No|280601|Strategic Studies, General.
280602|Military and Strategic Leadership.|No substantive changes|No|280602|Military and Strategic Leadership.
280603|Military and International Operational Law.|No substantive changes|No|280603|Military and International Operational Law.
280604|Joint Operations Planning and Strategy.|No substantive changes|No|280604|Joint Operations Planning and Strategy.
280605|Weapons of Mass Destruction.|No substantive changes|No|280605|Weapons of Mass Destruction.
280699|National Security Policy and Strategy, Other.|No substantive changes|No|280699|National Security Policy and Strategy, Other.
2807|Military Economics and Management.|No substantive changes|No|2807|Military Economics and Management.
280701|National Resource Strategy and Policy.|No substantive changes|No|280701|National Resource Strategy and Policy.
280702|Industry Studies.|No substantive changes|No|280702|Industry Studies.
280703|Military Installation Management.|No substantive changes|No|280703|Military Installation Management.
280799|Military Economics and Management, Other.|No substantive changes|No|280799|Military Economics and Management, Other.
2899|Military Science, Leadership and Operational Art, Other.|No substantive changes|No|2899|Military Science, Leadership and Operational Art, Other.
289999|Military Science, Leadership and Operational Art, Other.|No substantive changes|No|289999|Military Science, Leadership and Operational Art, Other.
29|MILITARY TECHNOLOGIES AND APPLIED SCIENCES.|No substantive changes|No|29|MILITARY TECHNOLOGIES AND APPLIED SCIENCES.
2902|Intelligence, Command Control and Information Operations.|No substantive changes|No|2902|Intelligence, Command Control and Information Operations.
290201|Intelligence, General.|No substantive changes|No|290201|Intelligence, General.
290202|Strategic Intelligence.|No substantive changes|No|290202|Strategic Intelligence.
290203|Signal/Geospatial Intelligence.|No substantive changes|No|290203|Signal/Geospatial Intelligence.
290204|Command &amp; Control (C3, C4I) Systems and Operations.|No substantive changes|No|290204|Command &amp; Control (C3, C4I) Systems and Operations.
290205|Information Operations/Joint Information Operations.|No substantive changes|No|290205|Information Operations/Joint Information Operations.
290206|Information/Psychological Warfare and Military Media Relations.|No substantive changes|No|290206|Information/Psychological Warfare and Military Media Relations.
290207|Cyber/Electronic Operations and Warfare.|No substantive changes|No|290207|Cyber/Electronic Operations and Warfare.
290299|Intelligence, Command Control and Information Operations, Other.|No substantive changes|No|290299|Intelligence, Command Control and Information Operations, Other.
2903|Military Applied Sciences.|No substantive changes|No|2903|Military Applied Sciences.
290301|Combat Systems Engineering.|No substantive changes|No|290301|Combat Systems Engineering.
290302|Directed Energy Systems.|No substantive changes|No|290302|Directed Energy Systems.
290303|Engineering Acoustics.|No substantive changes|No|290303|Engineering Acoustics.
290304|Low-Observables and Stealth Technology.|No substantive changes|No|290304|Low-Observables and Stealth Technology.
290305|Space Systems Operations.|No substantive changes|No|290305|Space Systems Operations.
290306|Operational Oceanography.|No substantive changes|No|290306|Operational Oceanography.
290307|Undersea Warfare.|No substantive changes|No|290307|Undersea Warfare.
290399|Military Applied Sciences, Other.|No substantive changes|No|290399|Military Applied Sciences, Other.
2904|Military Systems and Maintenance Technology.|No substantive changes|No|2904|Military Systems and Maintenance Technology.
290401|Aerospace Ground Equipment Technology.|No substantive changes|No|290401|Aerospace Ground Equipment Technology.
290402|Air and Space Operations Technology.|No substantive changes|No|290402|Air and Space Operations Technology.
290403|Aircraft Armament Systems Technology.|No substantive changes|No|290403|Aircraft Armament Systems Technology.
290404|Explosive Ordinance/Bomb Disposal.|No substantive changes|No|290404|Explosive Ordinance/Bomb Disposal.
290405|Joint Command/Task Force (C3, C4I) Systems.|No substantive changes|No|290405|Joint Command/Task Force (C3, C4I) Systems.
290406|Military Information Systems Technology.|No substantive changes|No|290406|Military Information Systems Technology.
290407|Missile and Space Systems Technology.|No substantive changes|No|290407|Missile and Space Systems Technology.
290408|Munitions Systems/Ordinance Technology.|No substantive changes|No|290408|Munitions Systems/Ordinance Technology.
290409|Radar Communications and Systems Technology.|No substantive changes|No|290409|Radar Communications and Systems Technology.
290499|Military Systems and Maintenance Technology, Other.|No substantive changes|No|290499|Military Systems and Maintenance Technology, Other.
2999|Military Technologies and Applied Sciences, Other.|No substantive changes|No|2999|Military Technologies and Applied Sciences, Other.
299999|Military Technologies and Applied Sciences, Other.|No substantive changes|No|299999|Military Technologies and Applied Sciences, Other.
30|MULTI/INTERDISCIPLINARY STUDIES.|No substantive changes|No|30|MULTI/INTERDISCIPLINARY STUDIES.
3000|Multi-/Interdisciplinary Studies, General.|No substantive changes|No|3000|Multi-/Interdisciplinary Studies, General.
300000|Multi-/Interdisciplinary Studies, General.|No substantive changes|No|300000|Multi-/Interdisciplinary Studies, General.
3001|Biological and Physical Sciences.|No substantive changes|No|3001|Biological and Physical Sciences.
300101|Biological and Physical Sciences.|No substantive changes|No|300101|Biological and Physical Sciences.
3005|Peace Studies and Conflict Resolution.|No substantive changes|No|3005|Peace Studies and Conflict Resolution.
300501|Peace Studies and Conflict Resolution.|No substantive changes|No|300501|Peace Studies and Conflict Resolution.
3006|Systems Science and Theory.|No substantive changes|No|3006|Systems Science and Theory.
300601|Systems Science and Theory.|No substantive changes|No|300601|Systems Science and Theory.
3008|Mathematics and Computer Science.|No substantive changes|No|3008|Mathematics and Computer Science.
300801|Mathematics and Computer Science.|No substantive changes|No|300801|Mathematics and Computer Science.
3010|Biopsychology.|No substantive changes|No|3010|Biopsychology.
301001|Biopsychology.|No substantive changes|No|301001|Biopsychology.
3011|Gerontology.|No substantive changes|No|3011|Gerontology.
301101|Gerontology.|No substantive changes|No|301101|Gerontology.
3012|Historic Preservation and Conservation.|No substantive changes|No|3012|Historic Preservation and Conservation.
301201|Historic Preservation and Conservation.|No substantive changes|Yes|301201|Historic Preservation and Conservation, General.
301202|Cultural Resource Management and Policy Analysis.|No substantive changes|No|301202|Cultural Resource Management and Policy Analysis.
301299|Historic Preservation and Conservation, Other.|No substantive changes|No|301299|Historic Preservation and Conservation, Other.
3013|Medieval and Renaissance Studies.|No substantive changes|No|3013|Medieval and Renaissance Studies.
301301|Medieval and Renaissance Studies.|No substantive changes|No|301301|Medieval and Renaissance Studies.
3014|Museology/Museum Studies.|No substantive changes|No|3014|Museology/Museum Studies.
301401|Museology/Museum Studies.|No substantive changes|No|301401|Museology/Museum Studies.
3015|Science, Technology and Society.|No substantive changes|No|3015|Science, Technology and Society.
301501|Science, Technology and Society.|No substantive changes|No|301501|Science, Technology and Society.
3016|Accounting and Computer Science.|No substantive changes|No|3016|Accounting and Computer Science.
301601|Accounting and Computer Science.|No substantive changes|No|301601|Accounting and Computer Science.
3017|Behavioral Sciences.|No substantive changes|No|3017|Behavioral Sciences.
301701|Behavioral Sciences.|No substantive changes|No|301701|Behavioral Sciences.
3018|Natural Sciences.|No substantive changes|No|3018|Natural Sciences.
301801|Natural Sciences.|No substantive changes|No|301801|Natural Sciences.
3019|Nutrition Sciences.|No substantive changes|No|3019|Nutrition Sciences.
301901|Nutrition Sciences.|No substantive changes|No|301901|Nutrition Sciences.
3020|International/Global Studies.|No substantive changes|Yes|3020|International/Globalization Studies.
302001|International/Global Studies.|No substantive changes|Yes|302001|International/Globalization Studies.
3021|Holocaust and Related Studies.|No substantive changes|No|3021|Holocaust and Related Studies.
302101|Holocaust and Related Studies.|No substantive changes|No|302101|Holocaust and Related Studies.
3022|Classical and Ancient Studies.|No substantive changes|No|3022|Classical and Ancient Studies.
302201|Ancient Studies/Civilization.|No substantive changes|No|302201|Ancient Studies/Civilization.
302202|Classical, Ancient Mediterranean and Near Eastern Studies and Archaeology.|No substantive changes|Yes|302202|Classical, Ancient Mediterranean, and Near Eastern Studies and Archaeology.
3023|Intercultural/Multicultural and Diversity Studies.|No substantive changes|No|3023|Intercultural/Multicultural and Diversity Studies.
302301|Intercultural/Multicultural and Diversity Studies.|No substantive changes|No|302301|Intercultural/Multicultural and Diversity Studies.
3025|Cognitive Science.|No substantive changes|No|3025|Cognitive Science.
302501|Cognitive Science.|No substantive changes|Yes|302501|Cognitive Science, General.
3026|Cultural Studies/Critical Theory and Analysis.|No substantive changes|No|3026|Cultural Studies/Critical Theory and Analysis.
302601|Cultural Studies/Critical Theory and Analysis.|No substantive changes|No|302601|Cultural Studies/Critical Theory and Analysis.
3027|Human Biology.|No substantive changes|No|3027|Human Biology.
302701|Human Biology.|No substantive changes|No|302701|Human Biology.
3028|Dispute Resolution.|No substantive changes|No|3028|Dispute Resolution.
302801|Dispute Resolution.|No substantive changes|No|302801|Dispute Resolution.
3029|Maritime Studies.|No substantive changes|No|3029|Maritime Studies.
302901|Maritime Studies.|No substantive changes|No|302901|Maritime Studies.
3030|Computational Science.|No substantive changes|No|3030|Computational Science.
303001|Computational Science.|No substantive changes|No|303001|Computational Science.
3031|Human Computer Interaction.|No substantive changes|No|3031|Human Computer Interaction.
303101|Human Computer Interaction.|No substantive changes|Yes|303101|Human Computer Interaction.
3032|Marine Sciences.|No substantive changes|No|3032|Marine Sciences.
303201|Marine Sciences.|No substantive changes|No|303201|Marine Sciences.
3033|Sustainability Studies.|No substantive changes|No|3033|Sustainability Studies.
303301|Sustainability Studies.|No substantive changes|No|303301|Sustainability Studies.
3099|Multi/Interdisciplinary Studies, Other.|No substantive changes|No|3099|Multi/Interdisciplinary Studies, Other.
309999|Multi-/Interdisciplinary Studies, Other.|No substantive changes|No|309999|Multi-/Interdisciplinary Studies, Other.
31|PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.|No substantive changes|Yes|31|PARKS, RECREATION, LEISURE, FITNESS, AND KINESIOLOGY.
3101|Parks, Recreation and Leisure Studies.|No substantive changes|No|3101|Parks, Recreation, and Leisure Studies.
310101|Parks, Recreation and Leisure Studies.|No substantive changes|No|310101|Parks, Recreation, and Leisure Studies.
3103|Parks, Recreation and Leisure Facilities Management.|No substantive changes|No|3103|Parks, Recreation, and Leisure Facilities Management.
310301|Parks, Recreation and Leisure Facilities Management, General.|No substantive changes|No|310301|Parks, Recreation, and Leisure Facilities Management, General.
310302|Golf Course Operation and Grounds Management.|No substantive changes|No|310302|Golf Course Operation and Grounds Management.
310399|Parks, Recreation and Leisure Facilities Management, Other.|No substantive changes|No|310399|Parks, Recreation, and Leisure Facilities Management, Other.
3105|Health and Physical Education/Fitness.|No substantive changes|Yes|3105|Sports, Kinesiology, and Physical Education/Fitness.
310501|Health and Physical Education/Fitness, General.|No substantive changes|Yes|310501|Sports, Kinesiology, and Physical Education/Fitness, General.
310504|Sport and Fitness Administration/Management.|No substantive changes|No|310504|Sport and Fitness Administration/Management.
310505|Kinesiology and Exercise Science.|No substantive changes|Yes|310505|Exercise Science and Kinesiology.
310507|Physical Fitness Technician.|No substantive changes|No|310507|Physical Fitness Technician.
310508|Sports Studies.|No substantive changes|No|310508|Sports Studies.
310599|Health and Physical Education/Fitness, Other.|No substantive changes|Yes|310599|Sports, Kinesiology, and Physical Education/Fitness, Other.
3106|Outdoor Education.|No substantive changes|No|3106|Outdoor Education.
310601|Outdoor Education.|No substantive changes|No|310601|Outdoor Education.
3199|Parks, Recreation, Leisure, and Fitness Studies, Other.|No substantive changes|Yes|3199|Parks, Recreation, Leisure, Fitness, and Kinesiology, Other.
319999|Parks, Recreation, Leisure, and Fitness Studies, Other.|No substantive changes|Yes|319999|Parks, Recreation, Leisure, Fitness, and Kinesiology, Other.
32|BASIC SKILLS AND DEVELOPMENTAL/REMEDIAL EDUCATION.|No substantive changes|No|32|BASIC SKILLS AND DEVELOPMENTAL/REMEDIAL EDUCATION.
3201|Basic Skills and Developmental/Remedial Education.|No substantive changes|No|3201|Basic Skills and Developmental/Remedial Education.
320101|Basic Skills and Developmental/Remedial Education, General.|No substantive changes|No|320101|Basic Skills and Developmental/Remedial Education, General.
320104|Developmental/Remedial Mathematics.|No substantive changes|No|320104|Developmental/Remedial Mathematics.
320105|Job-Seeking/Changing Skills.|No substantive changes|No|320105|Job-Seeking/Changing Skills.
320107|Career Exploration/Awareness Skills.|No substantive changes|No|320107|Career Exploration/Awareness Skills.
320108|Developmental/Remedial English.|No substantive changes|No|320108|Developmental/Remedial English.
320109|Second Language Learning.|No substantive changes|No|320109|Second Language Learning.
320110|Basic Computer Skills.|No substantive changes|No|320110|Basic Computer Skills.
320111|Workforce Development and Training.|No substantive changes|No|320111|Workforce Development and Training.
320199|Basic Skills and Developmental/Remedial Education, Other.|No substantive changes|No|320199|Basic Skills and Developmental/Remedial Education, Other.
33|CITIZENSHIP ACTIVITIES.|No substantive changes|No|33|CITIZENSHIP ACTIVITIES.
3301|Citizenship Activities.|No substantive changes|No|3301|Citizenship Activities.
330101|Citizenship Activities, General.|No substantive changes|No|330101|Citizenship Activities, General.
330102|American Citizenship Education.|No substantive changes|No|330102|American Citizenship Education.
330103|Community Awareness.|No substantive changes|No|330103|Community Awareness.
330104|Community Involvement.|No substantive changes|No|330104|Community Involvement.
330105|Canadian Citizenship Education.|No substantive changes|No|330105|Canadian Citizenship Education.
330199|Citizenship Activities, Other.|No substantive changes|No|330199|Citizenship Activities, Other.
34|HEALTH-RELATED KNOWLEDGE AND SKILLS.|No substantive changes|Yes|34|HEALTH-RELATED KNOWLEDGE AND SKILLS.
3401|Health-Related Knowledge and Skills.|No substantive changes|No|3401|Health-Related Knowledge and Skills.
340102|Birthing and Parenting Knowledge and Skills.|No substantive changes|No|340102|Birthing and Parenting Knowledge and Skills.
340103|Personal Health Improvement and Maintenance.|No substantive changes|No|340103|Personal Health Improvement and Maintenance.
340104|Addiction Prevention and Treatment.|No substantive changes|No|340104|Addiction Prevention and Treatment.
340199|Health-Related Knowledge and Skills, Other.|No substantive changes|No|340199|Health-Related Knowledge and Skills, Other.
35|INTERPERSONAL AND SOCIAL SKILLS.|No substantive changes|No|35|INTERPERSONAL AND SOCIAL SKILLS.
3501|Interpersonal and Social Skills.|No substantive changes|No|3501|Interpersonal and Social Skills.
350101|Interpersonal and Social Skills, General.|No substantive changes|No|350101|Interpersonal and Social Skills, General.
350102|Interpersonal Relationships Skills.|No substantive changes|No|350102|Interpersonal Relationships Skills.
350103|Business and Social Skills.|No substantive changes|No|350103|Business and Social Skills.
350199|Interpersonal Social Skills, Other.|No substantive changes|No|350199|Interpersonal Social Skills, Other.
36|LEISURE AND RECREATIONAL ACTIVITIES.|No substantive changes|No|36|LEISURE AND RECREATIONAL ACTIVITIES.
3601|Leisure and Recreational Activities.|No substantive changes|No|3601|Leisure and Recreational Activities.
360101|Leisure and Recreational Activities, General.|No substantive changes|No|360101|Leisure and Recreational Activities, General.
360102|Handicrafts and Model-Making.|No substantive changes|No|360102|Handicrafts and Model-Making.
360103|Board, Card and Role-Playing Games.|No substantive changes|No|360103|Board, Card and Role-Playing Games.
360105|Home Maintenance and Improvement.|No substantive changes|No|360105|Home Maintenance and Improvement.
360106|Nature Appreciation.|No substantive changes|No|360106|Nature Appreciation.
360107|Pet Ownership and Care.|No substantive changes|No|360107|Pet Ownership and Care.
360108|Sports and Exercise.|No substantive changes|No|360108|Sports and Exercise.
360109|Travel and Exploration.|No substantive changes|No|360109|Travel and Exploration.
360110|Art.|No substantive changes|No|360110|Art.
360111|Collecting.|No substantive changes|No|360111|Collecting.
360112|Cooking and Other Domestic Skills.|No substantive changes|No|360112|Cooking and Other Domestic Skills.
360113|Computer Games and Programming Skills.|No substantive changes|No|360113|Computer Games and Programming Skills.
360114|Dancing.|No substantive changes|No|360114|Dancing.
360115|Music.|No substantive changes|No|360115|Music.
360116|Reading.|No substantive changes|No|360116|Reading.
360117|Theatre/Theater.|No substantive changes|No|360117|Theatre/Theater.
360118|Writing.|No substantive changes|No|360118|Writing.
360119|Aircraft Pilot (Private).|Moved to|No|360202|Aircraft Pilot (Private).
360199|Leisure and Recreational Activities, Other.|No substantive changes|No|360199|Leisure and Recreational Activities, Other.
37|PERSONAL AWARENESS AND SELF-IMPROVEMENT.|No substantive changes|No|37|PERSONAL AWARENESS AND SELF-IMPROVEMENT.
3701|Personal Awareness and Self-Improvement.|No substantive changes|No|3701|Personal Awareness and Self-Improvement.
370101|Self-Awareness and Personal Assessment.|No substantive changes|No|370101|Self-Awareness and Personal Assessment.
370102|Stress Management and Coping Skills.|No substantive changes|No|370102|Stress Management and Coping Skills.
370103|Personal Decision-Making Skills.|No substantive changes|No|370103|Personal Decision-Making Skills.
370104|Self-Esteem and Values Clarification.|No substantive changes|No|370104|Self-Esteem and Values Clarification.
370199|Personal Awareness and Self-Improvement, Other.|No substantive changes|No|370199|Personal Awareness and Self-Improvement, Other.
38|PHILOSOPHY AND RELIGIOUS STUDIES.|No substantive changes|No|38|PHILOSOPHY AND RELIGIOUS STUDIES.
3800|Philosophy and Religious Studies, General.|No substantive changes|No|3800|Philosophy and Religious Studies, General.
380001|Philosophy and Religious Studies, General.|No substantive changes|No|380001|Philosophy and Religious Studies, General.
3801|Philosophy.|No substantive changes|No|3801|Philosophy.
380101|Philosophy.|No substantive changes|No|380101|Philosophy.
380102|Logic.|No substantive changes|No|380102|Logic.
380103|Ethics.|No substantive changes|No|380103|Ethics.
380104|Applied and Professional Ethics.|No substantive changes|No|380104|Applied and Professional Ethics.
380199|Philosophy, Other.|No substantive changes|No|380199|Philosophy, Other.
3802|Religion/Religious Studies.|No substantive changes|No|3802|Religion/Religious Studies.
380201|Religion/Religious Studies.|No substantive changes|No|380201|Religion/Religious Studies.
380202|Buddhist Studies.|No substantive changes|No|380202|Buddhist Studies.
380203|Christian Studies.|No substantive changes|No|380203|Christian Studies.
380204|Hindu Studies.|No substantive changes|No|380204|Hindu Studies.
380205|Islamic Studies.|No substantive changes|No|380205|Islamic Studies.
380206|Jewish/Judaic Studies.|No substantive changes|No|380206|Jewish/Judaic Studies.
380299|Religion/Religious Studies, Other.|No substantive changes|No|380299|Religion/Religious Studies, Other.
3899|Philosophy and Religious Studies, Other.|No substantive changes|No|3899|Philosophy and Religious Studies, Other.
389999|Philosophy and Religious Studies, Other.|No substantive changes|No|389999|Philosophy and Religious Studies, Other.
39|THEOLOGY AND RELIGIOUS VOCATIONS.|No substantive changes|No|39|THEOLOGY AND RELIGIOUS VOCATIONS.
3902|Bible/Biblical Studies.|No substantive changes|No|3902|Bible/Biblical Studies.
390201|Bible/Biblical Studies.|No substantive changes|No|390201|Bible/Biblical Studies.
3903|Missions/Missionary Studies and Missiology.|No substantive changes|No|3903|Missions/Missionary Studies and Missiology.
390301|Missions/Missionary Studies and Missiology.|No substantive changes|Yes|390301|Missions/Missionary Studies.
3904|Religious Education.|No substantive changes|No|3904|Religious Education.
390401|Religious Education.|No substantive changes|No|390401|Religious Education.
3905|Religious/Sacred Music.|No substantive changes|Yes|3905|Religious Music and Worship.
390501|Religious/Sacred Music.|No substantive changes|No|390501|Religious/Sacred Music.
3906|Theological and Ministerial Studies.|No substantive changes|No|3906|Theological and Ministerial Studies.
390601|Theology/Theological Studies.|No substantive changes|No|390601|Theology/Theological Studies.
390602|Divinity/Ministry.|No substantive changes|No|390602|Divinity/Ministry.
390604|Pre-Theology/Pre-Ministerial Studies.|No substantive changes|No|390604|Pre-Theology/Pre-Ministerial Studies.
390605|Rabbinical Studies.|No substantive changes|No|390605|Rabbinical Studies.
390606|Talmudic Studies.|Moved to|Yes|380207|Talmudic Studies.
390699|Theological and Ministerial Studies, Other.|No substantive changes|No|390699|Theological and Ministerial Studies, Other.
3907|Pastoral Counseling and Specialized Ministries.|No substantive changes|No|3907|Pastoral Counseling and Specialized Ministries.
390701|Pastoral Studies/Counseling.|No substantive changes|No|390701|Pastoral Studies/Counseling.
390702|Youth Ministry.|No substantive changes|No|390702|Youth Ministry.
390703|Urban Ministry.|No substantive changes|No|390703|Urban Ministry.
390704|Women&#39;s Ministry.|No substantive changes|No|390704|Women&#39;s Ministry.
390705|Lay Ministry.|No substantive changes|No|390705|Lay Ministry.
390799|Pastoral Counseling and Specialized Ministries, Other.|No substantive changes|No|390799|Pastoral Counseling and Specialized Ministries, Other.
3999|Theology and Religious Vocations, Other.|No substantive changes|No|3999|Theology and Religious Vocations, Other.
399999|Theology and Religious Vocations, Other.|No substantive changes|No|399999|Theology and Religious Vocations, Other.
40|PHYSICAL SCIENCES.|No substantive changes|No|40|PHYSICAL SCIENCES.
4001|Physical Sciences.|No substantive changes|Yes|4001|Physical Sciences, General.
400101|Physical Sciences.|No substantive changes|Yes|400101|Physical Sciences, General.
4002|Astronomy and Astrophysics.|No substantive changes|No|4002|Astronomy and Astrophysics.
400201|Astronomy.|No substantive changes|No|400201|Astronomy.
400202|Astrophysics.|No substantive changes|No|400202|Astrophysics.
400203|Planetary Astronomy and Science.|No substantive changes|No|400203|Planetary Astronomy and Science.
400299|Astronomy and Astrophysics, Other.|No substantive changes|No|400299|Astronomy and Astrophysics, Other.
4004|Atmospheric Sciences and Meteorology.|No substantive changes|No|4004|Atmospheric Sciences and Meteorology.
400401|Atmospheric Sciences and Meteorology, General.|No substantive changes|No|400401|Atmospheric Sciences and Meteorology, General.
400402|Atmospheric Chemistry and Climatology.|No substantive changes|No|400402|Atmospheric Chemistry and Climatology.
400403|Atmospheric Physics and Dynamics.|No substantive changes|No|400403|Atmospheric Physics and Dynamics.
400404|Meteorology.|No substantive changes|No|400404|Meteorology.
400499|Atmospheric Sciences and Meteorology, Other.|No substantive changes|No|400499|Atmospheric Sciences and Meteorology, Other.
4005|Chemistry.|No substantive changes|No|4005|Chemistry.
400501|Chemistry, General.|No substantive changes|No|400501|Chemistry, General.
400502|Analytical Chemistry.|No substantive changes|No|400502|Analytical Chemistry.
400503|Inorganic Chemistry.|No substantive changes|No|400503|Inorganic Chemistry.
400504|Organic Chemistry.|No substantive changes|No|400504|Organic Chemistry.
400506|Physical Chemistry.|No substantive changes|No|400506|Physical Chemistry.
400507|Polymer Chemistry.|No substantive changes|No|400507|Polymer Chemistry.
400508|Chemical Physics.|No substantive changes|No|400508|Chemical Physics.
400509|Environmental Chemistry.|No substantive changes|No|400509|Environmental Chemistry.
400510|Forensic Chemistry.|No substantive changes|No|400510|Forensic Chemistry.
400511|Theoretical Chemistry.|No substantive changes|No|400511|Theoretical Chemistry.
400599|Chemistry, Other.|No substantive changes|No|400599|Chemistry, Other.
4006|Geological and Earth Sciences/Geosciences.|No substantive changes|No|4006|Geological and Earth Sciences/Geosciences.
